Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Area,Road Width,Road Type,Build Area,Amenities,Pricepersqft
Tokha,Kathmandu,2300000,0,0,3.0,0,East,2074.0,2053.5,20.0, Blacktopped,2053.5,0,1120.0389578767956
Golfutar,Kathmandu,37000000,5,5,3.0,1,South,2076.0,1369.0,20.0, Blacktopped,1369.0,7,27027.027027027027
Other,Kathmandu,45000000,6,6,3.0,3,East,2076.0,2053.5,20.0, Blacktopped,2053.5,6,21913.80569758948
Other,Others,550000,0,0,3.0,0,South,2074.0,100.0125,6.0,None,100.0125,0,5499.312585926759
Other,Lalitpur,39000000,2,1,1.0,2,East,2074.0,3764.75,0.0,None,3764.75,9,10359.253602496845
Other,Kathmandu,17000000,5,3,3.0,1,East,2074.0,1283.4375,12.0, Paved,1283.4375,5,13245.678110542975
Other,Kathmandu,16500000,6,3,2.5,1,South East,2076.0,1026.75,10.0, Gravelled,1026.75,7,16070.124178232287
Sitapaila,Kathmandu,20500000,4,4,2.5,1,East,2076.0,11961.75,13.0, Blacktopped,11961.75,11,1713.796058269066
Imadol,Lalitpur,25000000,7,6,3.0,3,North East,2020.0,1625.6875,13.0, Blacktopped,1625.6875,10,15378.109261466303
Other,Bhaktapur,12500000,0,0,2.0,0,East,2074.0,1026.75,16.0,None,1026.75,1,12174.336498660823
Imadol,Lalitpur,21000000,4,5,1.0,1,South West,2019.0,1369.0,20.0, Gravelled,752950.0,0,15339.663988312637
Other,Bhaktapur,3500000,0,0,3.0,0,East,2074.0,11397.0,1640.42,None,11397.0,0,307.0983592173379
Other,Lalitpur,2000000,0,0,3.0,0,East,2074.0,23495.5,1640.42,None,23495.5,0,85.12268306697027
Budhanilkantha,Kathmandu,2500000,0,0,3.0,0,West,2074.0,1369.0,12.0, Gravelled,1369.0,2,1826.1504747991235
Other,Kathmandu,6000000,0,0,3.0,0,East,2074.0,18584.25,984.252,None,18584.25,0,322.8540296218572
Bhaisepati,Lalitpur,35200000,4,4,3.0,1,East,2020.0,9001.25,20.0, Blacktopped,9001.25,7,3910.567976669907
Bhaisepati,Lalitpur,37100000,4,4,3.0,1,West,2020.0,2053.5,20.0, Blacktopped,2380.0,5,18066.71536401266
Other,Kathmandu,55000000,4,5,3.0,4,East,2074.0,1711.25,14.0, Paved,1711.25,7,32140.248356464574
Bhaisepati,Lalitpur,34500000,4,4,3.0,1,West,2020.0,5356.25,20.0, Blacktopped,5356.25,7,6441.073512252042
Other,Kathmandu,1650000,0,0,3.0,0,West,2074.0,7529.5,28.0,None,7529.5,0,219.1380569758948
Budhanilkantha,Kathmandu,45000000,5,6,3.0,3,North East,2075.0,2053.5,13.0, Paved,2053.5,10,21913.80569758948
Other,Kathmandu,22500000,6,5,3.0,1,East,2076.0,1060.975,14.0, Gravelled,1060.975,5,21206.908739602724
Other,Makwanpur,700000,4,2,1.0,1,North,2074.0,488.95,13.12336, Paved,488.95,3,1431.6392269148175
Other,Lalitpur,700000,0,0,3.0,0,East,2074.0,5016.0,0.0, Paved,5016.0,0,139.55342902711322
Other,Kathmandu,23500000,6,5,3.0,1,East,2076.0,1026.75,13.0, Paved,1026.75,1,22887.752617482347
Golfutar,Kathmandu,102500000,6,6,3.0,4,East,2076.0,6502.75,13.0, Blacktopped,6502.75,15,15762.56199300296
Bhaisepati,Lalitpur,28200000,4,4,2.0,1,North East,2020.0,5014.0,40.0, Blacktopped,707430.75,8,5624.252094136418
Budhanilkantha,Kathmandu,32500000,5,5,3.0,1,East,2076.0,1369.0,13.0, Blacktopped,1369.0,1,23739.956172388604
Other,Kathmandu,26000000,11,9,3.0,1,North,2074.0,1711.25,13.0, Blacktopped,3200.0,12,15193.571950328707
Other,Kathmandu,24000000,7,8,4.0,1,South East,2065.0,1711.25,13.0, Gravelled,1711.25,1,14024.835646457268
Other,Lalitpur,17700000,3,4,2.5,1,West,2074.0,7974.5,12.0, Blacktopped,7974.5,13,2219.5748949777417
Other,Kathmandu,2200000,1,1,1.0,2,East,2016.0,4278.125,10.0, Gravelled,4278.125,3,514.2439737034332
Other,Kathmandu,16800000,5,5,3.0,1,North East,2074.0,1026.75,14.0, Gravelled,1026.75,1,16362.308254200147
Budhanilkantha,Kathmandu,34000000,6,6,3.0,2,North East,2076.0,1882.375,30.0, Blacktopped,1882.375,2,18062.288332558604
Other,Kathmandu,42500000,5,6,3.0,4,South East,2071.0,4107.0,14.0, Gravelled,4107.0,10,10348.1860238617
Baluwatar,Kathmandu,41000000,7,3,2.5,1,North,2066.0,1711.25,10.0, Blacktopped,1711.25,13,23959.0942293645
Kapan,Kathmandu,1300000,0,0,3.0,0,East,2074.0,2464.2,0.0,None,2464.2,0,527.5545816086357
Bhaisepati,Lalitpur,37500000,8,6,4.0,1,North West,2007.0,6040.75,12.0, Blacktopped,6040.75,17,6207.838430658445
Other,Kathmandu,16000000,5,3,2.5,1,East,2076.0,1026.75,13.0, Blacktopped,2000.0,14,15583.150718285853
Other,Makwanpur,500000,0,0,3.0,0,South,2074.0,222.25,19.68504, Paved,222.25,0,2249.718785151856
Kapan,Kathmandu,15000000,4,4,3.0,2,West,2014.0,1095.2,0.0,None,1095.2,1,13696.128560993426
Other,Lalitpur,21500000,6,4,2.5,3,West,2076.0,1369.0,20.0, Concrete,1369.0,13,15704.894083272462
Jorpati,Kathmandu,23500000,0,0,3.0,0,North East,2050.0,1026.75,0.0, Alley,1026.75,0,22887.752617482347
Baluwatar,Kathmandu,60000000,5,5,2.5,1,South,2074.0,2053.5,13.0, Blacktopped,2053.5,13,29218.407596785975
Other,Kathmandu,4200000,0,0,3.0,1,North,2074.0,12988.5,13.0, Blacktopped,12988.5,3,323.36297493936945
Other,Kathmandu,4200000,0,0,3.0,1,South,2074.0,3080.25,13.0, Gravelled,3080.25,3,1363.5256878500122
Other,Kathmandu,4500000,0,0,3.0,0,South,2074.0,5359.25,20.0, Blacktopped,5359.25,3,839.6697299062369
Other,Kathmandu,4200000,0,0,3.0,0,South,2074.0,3080.25,13.0, Blacktopped,3080.25,1,1363.5256878500122
Other,Kathmandu,6000000,0,0,3.0,1,North,2074.0,8317.75,26.0, Blacktopped,8317.75,1,721.3489224850471
Other,Kathmandu,8000000,0,0,3.0,0,East,2074.0,5476.0,36.08924, Blacktopped,5476.0,4,1460.9203798392987
Other,Lalitpur,2300000,1,0,3.0,0,South,2074.0,650.0,65.6168, Blacktopped,650.0,2,3538.4615384615386
Other,Kathmandu,4200000,0,0,3.0,0,West,2074.0,8898.5,20.0, Blacktopped,8898.5,3,471.9896611788504
Other,Others,130000,0,0,3.0,0,East,2074.0,277.8125,20.0, Gravelled,277.8125,0,467.94150731158607
Samakhusi,Kathmandu,750000,0,0,3.0,0,East,2074.0,1369.0,0.0,None,1369.0,0,547.8451424397371
Bhaisepati,Lalitpur,30000000,4,4,3.0,1,East,2074.0,1026.75,0.0,None,1026.75,6,29218.407596785975
Other,Kathmandu,81000000,6,6,3.0,6,East,2072.0,7187.25,15.0, Gravelled,7187.25,15,11269.957215903161
Other,Kathmandu,55000000,5,5,2.0,6,North,2069.0,4107.0,22.0, Blacktopped,4107.0,10,13391.770148526904
Other,Kathmandu,13000000,6,2,3.0,1,West,2001.0,1026.75,23.0, Blacktopped,1026.75,5,12661.309958607257
Other,Kathmandu,17500000,5,4,3.0,1,North,2074.0,1112.3125,15.0,None,1969.43,16,15732.98870596168
Other,Kathmandu,1450000,0,0,3.0,0,South East,2074.0,1540.125,13.0,None,1540.125,0,941.4820225631037
Other,Kathmandu,65000000,6,5,2.0,1,East,2074.0,4107.0,12.0, Blacktopped,4107.0,16,15826.637448259069
Other,Kathmandu,9500000,3,1,3.0,1,South,2076.0,1026.75,13.0, Gravelled,710511.0,0,9252.495738982225
Other,Kathmandu,9000000,6,3,3.0,1,East,2064.0,5700.5,10.0, Paved,5700.5,10,1578.8088764143497
Hattigauda,Kathmandu,2900000,0,0,3.0,0,East,2074.0,4791.5,20.0, Gravelled,4791.5,0,605.2384430762809
Other,Kathmandu,80000000,16,10,4.0,2,South,2010.0,3080.25,8.0, Paved,3080.25,14,25971.917863809755
Imadol,Lalitpur,20000000,3,3,3.0,1,East,2074.0,1026.75,0.0,None,1026.75,1,19478.938397857317
Other,Dharan,1600000,0,0,3.0,0,East,2074.0,9527.0,0.0, Gravelled,9527.0,0,167.9437388474861
Other,Bhaktapur,1500000,0,0,3.0,0,South,2074.0,8214.0,20.0, Gravelled,8214.0,0,182.61504747991233
Other,Kathmandu,4100000,0,0,3.0,0,South East,2074.0,5476.0,18.0, Blacktopped,5476.0,0,748.7216946676406
Other,Kathmandu,31000000,7,3,3.0,1,South,2014.0,1369.0,10.0, Blacktopped,1369.0,12,22644.26588750913
Other,Others,900000,0,2,2.0,4,East,2014.0,355.6,50.0, Blacktopped,1400.0,15,2530.933633295838
Imadol,Lalitpur,19500000,5,3,3.0,1,North East,2074.0,1026.75,20.0,None,1798.0,11,18991.964937910885
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,East,2074.0,21904.0,20.0, Blacktopped,21904.0,0,159.7881665449233
Budhanilkantha,Kathmandu,65000000,5,4,2.0,1,East,2076.0,2738.0,20.0, Blacktopped,2738.0,25,23739.956172388604
Budhanilkantha,Kathmandu,150000000,6,6,2.0,4,East,2074.0,6845.0,18.0, Blacktopped,6845.0,20,21913.80569758948
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,East,2074.0,3422.5,16.0, Blacktopped,3422.5,0,1022.6442658875092
Budhanilkantha,Kathmandu,250000000,5,7,2.0,20,East,2074.0,32856.0,18.0, Blacktopped,32856.0,29,7608.960311663014
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,South,2074.0,2738.0,15.0, Blacktopped,2738.0,0,1278.3053323593865
Budhanilkantha,Kathmandu,37000000,6,6,3.0,2,East,2075.0,2053.5,16.0, Blacktopped,2053.5,24,18018.018018018018
Budhanilkantha,Kathmandu,19000000,4,3,2.0,1,East,2076.0,1026.75,15.0, Blacktopped,1026.75,16,18504.99147796445
Baluwatar,Kathmandu,105000000,6,5,3.0,3,East,2074.0,4107.0,16.0, Blacktopped,4107.0,23,25566.106647187728
Budhanilkantha,Kathmandu,4500000,0,0,3.0,0,East,2074.0,3422.5,25.0, Blacktopped,3422.5,0,1314.828341855369
Budhanilkantha,Kathmandu,3400000,0,0,3.0,0,East,2074.0,2053.5,16.0, Blacktopped,2053.5,0,1655.7097638178718
Dhapasi,Kathmandu,65000000,5,6,3.0,3,South East,2076.0,2738.0,22.0, Blacktopped,2738.0,10,23739.956172388604
Imadol,Lalitpur,19500000,5,3,2.5,1,West,2076.0,4671.75,20.0, Blacktopped,684500.0,12,4174.024723069513
Sitapaila,Kathmandu,24000000,8,5,3.0,1,West,2019.0,1369.0,14.0, Paved,1369.0,6,17531.044558071586
Other,Chitwan,2000000,0,0,3.0,0,East,2074.0,23817.5,20.0, Gravelled,23817.5,0,83.97186942374304
Other,Bhaktapur,35000000,3,4,3.0,3,East,2072.0,12304.0,30.0, Blacktopped,12304.0,4,2844.6033810143044
Other,Lalitpur,20000000,5,2,4.0,1,East,2076.0,1369.0,15.0, Gravelled,1369.0,4,14609.203798392988
Imadol,Lalitpur,23500000,6,4,3.0,1,West,2072.0,1369.0,13.0, Gravelled,1369.0,13,17165.81446311176
Jorpati,Kathmandu,24000000,4,4,2.0,1,South,2010.0,11964.75,18.0, Blacktopped,11964.75,7,2005.892308656679
Other,Lalitpur,40000000,4,4,3.0,2,South,2006.0,6727.25,492.126, Paved,6727.25,12,5945.966033669033
Other,Bhaktapur,39999999,4,3,3.0,2,South,2071.0,1713.25,28.0, Blacktopped,818199.9625,28,23347.43849409018
Other,Kathmandu,43500000,7,3,3.0,1,West,2074.0,13330.75,13.0, Blacktopped,13330.75,10,3263.132231869925
Other,Others,430000,0,0,0.0,0,South,2074.0,4920.0,32.0, Blacktopped,4920.0,0,87.39837398373983
Other,Dharan,2000000,0,0,3.0,0,East,2074.0,400.05,12.0, Paved,400.05,0,4999.375078115236
Other,Bhaktapur,1100000,0,0,3.0,0,East,2074.0,38332.0,0.0,None,38332.0,0,28.69665031827194
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,North East,2074.0,3422.5,15.0, Blacktopped,3422.5,0,1022.6442658875092
Imadol,Lalitpur,2700000,0,0,3.0,0,South East,2074.0,2738.0,14.0, Gravelled,2738.0,0,986.1212563915267
Basundhara,Kathmandu,22500000,4,3,2.0,1,East,2076.0,855.625,16.0, Blacktopped,855.625,17,26296.566837107377
Golfutar,Kathmandu,45000000,0,4,3.0,2,East,2074.0,2053.5,20.0, Blacktopped,2053.5,20,21913.80569758948
Samakhusi,Kathmandu,85000000,5,6,3.0,4,East,2069.0,4449.25,20.0, Blacktopped,4449.25,1,19104.343428667755
Budhanilkantha,Kathmandu,160000000,6,6,3.0,5,East,2076.0,7187.25,20.0, Blacktopped,7187.25,1,22261.643883265504
Baluwatar,Kathmandu,7500000,0,0,3.0,0,East,2074.0,10952.0,15.0, Blacktopped,10952.0,0,684.8064280496712
Samakhusi,Kathmandu,61000000,12,8,4.0,4,East,2069.0,3764.75,13.0, Blacktopped,3764.75,4,16202.935121854041
Golfutar,Kathmandu,45000000,6,6,3.0,2,East,2075.0,2053.5,15.0, Blacktopped,2053.5,6,21913.80569758948
Chabahil,Kathmandu,49500000,5,5,3.0,2,East,2073.0,1540.125,14.0, Blacktopped,1540.125,1,32140.248356464574
Other,Kathmandu,24000000,6,6,3.0,1,North East,2076.0,1197.875,15.0, Blacktopped,1197.875,1,20035.479494938954
Basundhara,Kathmandu,45000000,6,6,3.0,4,South West,2072.0,2738.0,20.0, Blacktopped,2738.0,2,16435.35427319211
Basundhara,Kathmandu,60000000,7,7,3.0,4,South,2066.0,3422.5,15.0, Blacktopped,3422.5,2,17531.044558071586
Basundhara,Kathmandu,22500000,5,5,3.0,1,East,2075.0,855.625,14.0, Paved,855.625,1,26296.566837107377
Dhapasi,Kathmandu,69000000,5,5,3.0,0,South,2074.0,4107.0,22.0, Blacktopped,4107.0,24,16800.584368151936
Sitapaila,Kathmandu,68000000,0,0,3.0,0,East,2074.0,2738.0,30.0, Blacktopped,2738.0,0,24835.646457268078
Budhanilkantha,Kathmandu,3700000,0,0,3.0,0,East,2074.0,6160.5,16.0, Blacktopped,6160.5,0,600.6006006006006
Budhanilkantha,Kathmandu,62000000,5,6,3.0,4,South West,2075.0,5818.25,14.0, Gravelled,5818.25,9,10656.12512353371
Budhanilkantha,Kathmandu,3700000,0,0,3.0,0,East,2074.0,6160.5,15.0, Gravelled,6160.5,0,600.6006006006006
Dhapasi,Kathmandu,69000000,7,7,3.0,4,South East,2074.0,4107.0,20.0, Blacktopped,4107.0,9,16800.584368151936
Golfutar,Kathmandu,45000000,6,7,3.0,2,East,2075.0,2053.5,15.0, Blacktopped,889850.0,7,21913.80569758948
Other,Kathmandu,65000000,6,5,2.0,0,East,2074.0,4107.0,16.0, Blacktopped,4107.0,24,15826.637448259069
Other,Kathmandu,42000000,8,7,4.0,4,South East,2074.0,2053.5,20.0, Paved,2053.5,9,20452.885317750184
Imadol,Lalitpur,13000000,2,1,1.35,1,North East,2076.0,8316.75,10.0, Gravelled,8316.75,0,1563.1105900742477
Imadol,Lalitpur,12700000,2,1,1.5,1,North,2076.0,1029.75,10.0, Gravelled,1029.75,8,12333.090555960185
Imadol,Lalitpur,11000000,2,1,1.5,1,West,2076.0,7974.5,16.0, Gravelled,7974.5,0,1379.396827387297
Other,Chitwan,3050000,0,0,3.0,0,South,2074.0,577.85,164.042, Blacktopped,577.85,0,5278.1863805485855
Imadol,Lalitpur,12000000,2,1,1.5,1,West,2076.0,1026.75,13.0, Gravelled,1026.75,8,11687.36303871439
Other,Lalitpur,12500000,2,1,1.5,1,East,2076.0,11962.75,13.0, Gravelled,11962.75,11,1044.9102422101942
Budhanilkantha,Kathmandu,19000000,8,4,3.0,1,North,2073.0,8316.75,10.0, Gravelled,8316.75,10,2284.546247031593
Other,Lalitpur,11500000,2,1,1.5,1,South,2076.0,11621.5,13.0, Gravelled,11621.5,5,989.5452394269242
Other,Chitwan,80000,6,3,3.0,10,South,2019.0,2700.0,26.0, Blacktopped,2700.0,5,29.62962962962963
Other,Lalitpur,15000000,2,1,1.5,1,North East,2076.0,1371.0,16.0, Blacktopped,1371.0,7,10940.919037199124
Other,Lalitpur,11000000,2,1,1.5,1,East,2076.0,1026.75,13.0, Gravelled,1026.75,5,10713.416118821524
Other,Bhaktapur,1500000,0,0,3.0,0,North,2074.0,2053.5,12.0,None,2053.5,0,730.4601899196493
Other,Makwanpur,20000000,4,4,2.0,4,East,2019.0,1369.0,14.0, Paved,1369.0,3,14609.203798392988
Golfutar,Kathmandu,4500000,0,0,3.0,0,East,2074.0,1369.0,16.0, Blacktopped,1369.0,0,3287.070854638422
Bhangal,Kathmandu,23000000,5,5,3.0,1,West,2073.0,1369.0,13.0, Gravelled,1369.0,1,16800.584368151936
Baluwatar,Kathmandu,60000000,7,4,4.0,4,East,2076.0,1882.375,14.0, Blacktopped,1882.375,25,31874.626469221064
Baluwatar,Kathmandu,60000000,5,6,4.0,4,East,2076.0,1882.375,13.0, Paved,1882.375,1,31874.626469221064
Basundhara,Kathmandu,25500000,7,4,3.0,1,East,2074.0,1369.0,14.0, Blacktopped,1369.0,17,18626.73484295106
Samakhusi,Kathmandu,55000000,5,4,2.0,2,South East,2074.0,2395.75,14.0, Blacktopped,2395.75,22,22957.320254617553
Other,Lalitpur,22200000,4,5,3.0,1,South West,2019.0,4671.75,0.0,None,4671.75,0,4751.966607802216
Samakhusi,Kathmandu,55000000,5,6,3.0,2,South,2073.0,2395.75,14.0, Blacktopped,2395.75,1,22957.320254617553
Basundhara,Kathmandu,25500000,7,6,4.0,1,South West,2075.0,1283.4375,14.0, Blacktopped,1283.4375,1,19868.517165814465
Dhapasi,Kathmandu,2700000,0,0,3.0,0,East,2074.0,1711.25,15.0, Gravelled,1711.25,0,1577.7940102264427
Other,Kathmandu,27500000,6,3,2.0,1,East,2076.0,1369.0,15.0, Blacktopped,1369.0,17,20087.65522279036
Budhanilkantha,Kathmandu,63000000,5,4,2.0,2,East,2074.0,3422.5,16.0, Blacktopped,3422.5,23,18407.596785975165
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,West,2074.0,3422.5,14.0, Blacktopped,3422.5,0,1022.6442658875092
Budhanilkantha,Kathmandu,34500000,6,4,3.0,2,East,2076.0,2053.5,30.0, Blacktopped,2053.5,17,16800.584368151936
Baluwatar,Kathmandu,39500000,3,3,2.0,2,East,2074.0,1779.7,15.0, Blacktopped,1779.7,14,22194.751924481654
Budhanilkantha,Kathmandu,38000000,0,3,2.0,3,East,2076.0,3080.25,16.0, Blacktopped,3080.25,14,12336.660985309634
Imadol,Lalitpur,12000000,4,1,1.5,0,North East,2074.0,5356.25,4.0, Concrete,5356.25,5,2240.3733955659277
Other,Lalitpur,8700000,0,2,3.0,0,South,2060.0,342.25,1.0, Concrete,342.25,3,25420.014609203798
Other,Lalitpur,12500000,2,1,1.0,1,East,2019.0,1026.75,13.0,None,1026.75,0,12174.336498660823
Other,Lalitpur,130000,2,1,1.0,1,East,2019.0,1026.75,15.0,None,1026.75,3,126.61309958607256
Imadol,Lalitpur,23500000,4,4,3.0,1,West,2016.0,1283.4375,13.0, Blacktopped,1283.4375,13,18310.202093985878
Imadol,Lalitpur,27000000,6,4,3.0,0,East,2074.0,8316.75,13.0, Blacktopped,8316.75,5,3246.460456308053
Other,Kathmandu,15200000,4,2,3.0,1,South,2074.0,1340.0,20.0, Blacktopped,1340.0,14,11343.283582089553
Other,Kathmandu,2650000,0,0,3.0,0,East,2074.0,1129.425,20.0, Gravelled,1129.425,0,2346.326670650995
Other,Kathmandu,27600000,7,6,3.0,1,East,2076.0,1369.0,13.0, Gravelled,1369.0,3,20160.701241782324
Budhanilkantha,Kathmandu,70000000,5,4,3.0,10,East,2074.0,7529.5,16.0, Blacktopped,7529.5,24,9296.76605352281
Other,Kathmandu,22500000,4,3,2.0,1,East,2076.0,1026.75,15.0, Blacktopped,1026.75,11,21913.80569758948
Other,Kathmandu,23500000,0,3,2.0,1,East,2076.0,1026.75,16.0, Blacktopped,1026.75,17,22887.752617482347
Budhanilkantha,Kathmandu,70000000,6,7,3.0,10,East,2068.0,7529.5,15.0, Blacktopped,7529.5,2,9296.76605352281
Budhanilkantha,Kathmandu,160000000,10,10,4.0,5,East,2076.0,7187.25,20.0, Blacktopped,7187.25,1,22261.643883265504
Baluwatar,Kathmandu,42500000,6,6,3.0,0,South East,2074.0,2053.5,15.0, Blacktopped,2053.5,2,20696.3720477234
Budhanilkantha,Kathmandu,18000000,5,5,3.0,1,North,2076.0,1060.975,13.0, Gravelled,1060.975,1,16965.52699168218
Bhangal,Kathmandu,27500000,6,6,3.0,2,East,2076.0,1369.0,14.0, Gravelled,1369.0,1,20087.65522279036
Other,Kathmandu,33000000,5,3,2.5,1,West,2074.0,1711.25,15.0, Blacktopped,1711.25,14,19284.149013878745
Budhanilkantha,Kathmandu,145000000,5,6,3.0,4,East,2076.0,6845.0,18.0, Blacktopped,6845.0,8,21183.345507669834
Other,Lalitpur,3700000,5,4,3.0,9,South,2074.0,14477.25,8.0, Blacktopped,14477.25,9,255.57339964426944
Imadol,Lalitpur,21000000,4,5,2.5,1,South West,2076.0,1369.0,20.0, Gravelled,1369.0,11,15339.663988312637
Bhaisepati,Lalitpur,28500000,5,4,3.0,1,South East,2073.0,12305.0,13.0, Blacktopped,838512.5,15,2316.1316537992684
Other,Kathmandu,17500000,4,2,3.0,0,North East,2074.0,1711.25,20.0,None,1711.25,0,10226.442658875092
Other,Kathmandu,15500000,4,2,2.0,1,North East,2074.0,1369.0,0.0,None,1369.0,0,11322.132943754565
Other,Kathmandu,15500000,4,2,3.0,1,North East,2074.0,1369.0,20.0,None,1369.0,0,11322.132943754565
Budhanilkantha,Kathmandu,3200000,0,0,3.0,0,East,2074.0,3422.5,13.0, Blacktopped,3422.5,0,934.9890430971512
Other,Kathmandu,3000000,0,0,3.0,0,North,2074.0,1026.75,20.0, Blacktopped,1026.75,0,2921.8407596785974
Budhanilkantha,Kathmandu,2300000,0,0,3.0,0,East,2074.0,1882.375,13.0,None,1882.375,0,1221.8606813201409
Chabahil,Kathmandu,2000000,0,0,3.0,0,East,2074.0,1400.0,20.0, Blacktopped,1400.0,11,1428.5714285714287
Other,Kathmandu,42000000,7,6,3.0,3,East,2076.0,2909.125,13.0, Gravelled,2909.125,7,14437.33081252954
Tokha,Kathmandu,2500000,0,0,3.0,0,North East,2074.0,5476.0,0.0,None,5476.0,0,456.53761869978086
Other,Kathmandu,4000000,0,0,3.0,0,East,2074.0,1711.25,13.0, Blacktopped,1711.25,0,2337.472607742878
Imadol,Lalitpur,19000000,4,3,3.0,2,West,2076.0,4671.75,0.0, Blacktopped,4671.75,0,4066.998448119013
Other,Lalitpur,21000000,3,2,2.5,1,South,2074.0,1027.75,13.0, Blacktopped,1027.75,17,20432.984675261494
Other,Kathmandu,3000000,0,0,3.0,0,North East,2074.0,5014.0,15.0,None,5014.0,0,598.3246908655764
Other,Kathmandu,3000000,0,0,3.0,0,South East,2074.0,1779.7,15.0, Blacktopped,1779.7,0,1685.677361353037
Budhanilkantha,Kathmandu,2500000,0,0,3.0,0,North East,2074.0,1369.0,15.0, Gravelled,1369.0,0,1826.1504747991235
Basundhara,Kathmandu,85000000,7,8,3.0,4,East,2067.0,4791.5,14.0, Blacktopped,4791.5,15,17739.7474694772
Other,Kathmandu,13000000,0,0,3.0,0,South East,2074.0,3422.5,13.0, Gravelled,3422.5,0,3798.392987582177
Other,Kathmandu,1050000,0,0,3.0,0,South,2074.0,1369.0,13.0, Gravelled,1369.0,0,766.9831994156318
Budhanilkantha,Kathmandu,2600000,0,0,3.0,0,East,2074.0,1369.0,22.0, Blacktopped,1369.0,0,1899.1964937910884
Kapan,Kathmandu,17000000,8,3,10.0,2,North,2074.0,1197.875,10.0, Soil Stabilized,1197.875,0,14191.79797558176
Other,Kathmandu,18500000,3,3,2.5,1,East,2075.0,1026.75,14.0, Gravelled,351148.5,13,18018.018018018018
Budhanilkantha,Kathmandu,3200000,0,0,3.0,0,East,2074.0,2395.75,13.0,None,2395.75,0,1335.6986329959302
Kapan,Kathmandu,17000000,4,5,3.0,1,West,2076.0,1026.75,16.0, Gravelled,1026.75,1,16557.09763817872
Other,Pokhara,2500000,0,0,3.0,0,North,2074.0,65712.0,13.0, Soil Stabilized,65712.0,0,38.04480155831507
Other,Kathmandu,32500000,8,6,3.0,1,South East,2076.0,1369.0,20.0, Blacktopped,1369.0,4,23739.956172388604
Budhanilkantha,Kathmandu,29800000,5,5,3.0,2,East,2076.0,1369.0,15.0, Paved,1369.0,8,21767.71365960555
Hattigauda,Kathmandu,33500000,5,5,3.0,1,North West,2076.0,1882.375,14.0, Gravelled,1882.375,6,17796.666445315095
Budhanilkantha,Kathmandu,29900000,7,6,3.0,2,South West,2019.0,1711.25,20.0, Blacktopped,2700.0,10,17472.60774287801
Basundhara,Kathmandu,49000000,6,6,3.0,2,South,2074.0,1813.925,14.0, Blacktopped,1813.925,0,27013.244759292695
Other,Kathmandu,29900000,5,3,2.5,1,South,2076.0,1026.75,10.0, Concrete,1026.75,13,29121.012904796688
Tokha,Kathmandu,21000000,6,6,3.0,1,East,2074.0,1026.75,13.0, Paved,1026.75,1,20452.885317750184
Golfutar,Kathmandu,100000000,6,6,3.0,5,East,2069.0,6502.75,13.0, Blacktopped,6502.75,17,15378.109261466303
Hattigauda,Kathmandu,3500000,0,0,3.0,0,East,2074.0,6502.75,15.0, Blacktopped,6502.75,0,538.2338241513206
Tokha,Kathmandu,33500000,6,6,3.0,1,South East,2076.0,1369.0,14.0, Blacktopped,1369.0,4,24470.416362308253
Hattigauda,Kathmandu,28500000,5,5,3.0,1,North,2076.0,1369.0,15.0, Gravelled,1369.0,5,20818.11541271001
Basundhara,Kathmandu,50000000,5,5,3.0,3,East,2071.0,3764.75,16.0, Blacktopped,3764.75,4,13281.094362175443
Other,Kathmandu,35000000,5,5,3.0,2,East,2069.0,1711.25,20.0, Blacktopped,1711.25,6,20452.885317750184
Budhanilkantha,Kathmandu,49000000,5,5,3.0,2,West,2076.0,2909.125,13.0, Gravelled,2909.125,15,16843.552614617798
Other,Kathmandu,39000000,5,5,3.0,3,East,2070.0,2395.75,15.0, Blacktopped,2395.75,10,16278.8270896379
Other,Kathmandu,6500000,0,0,3.0,0,East,2074.0,10952.0,20.0, Blacktopped,10952.0,0,593.4989043097152
Tokha,Kathmandu,29000000,6,6,3.0,1,East,2074.0,1369.0,13.0, Blacktopped,1369.0,6,21183.345507669834
Budhanilkantha,Kathmandu,44500000,5,5,3.0,1,South,2076.0,1711.25,16.0, Blacktopped,1711.25,7,26004.382761139517
Other,Kathmandu,5500000,0,0,3.0,0,South,2074.0,1711.25,15.0, Blacktopped,1711.25,0,3214.024835646457
Golfutar,Kathmandu,3700000,0,0,3.0,0,East,2074.0,2738.0,16.0, Blacktopped,2738.0,0,1351.3513513513512
Basundhara,Kathmandu,29800000,5,5,3.0,1,East,2074.0,1403.225,16.0, Blacktopped,1403.225,7,21236.79381424932
Baluwatar,Kathmandu,5700000,0,0,3.0,0,East,2074.0,5476.0,12.0, Blacktopped,5476.0,0,1040.9057706355004
Other,Kathmandu,2000000,0,0,3.0,0,South East,2074.0,4674.75,12.0, Gravelled,4674.75,0,427.83036526017435
Other,Lalitpur,45000000,3,2,13.0,1,South,2015.0,1800.0,20.0, Blacktopped,1800.0,28,25000.0
Other,Others,1800000,0,0,3.0,0,South,2074.0,27380.0,20.0, Blacktopped,27380.0,0,65.74141709276844
