Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Area,Road Width,Road Type,Build Area,Amenities,Pricepersqft
Bhaisepati,Lalitpur,2700000,0,0,3.0,0,North East,2074.0,9343.5,16.0, Blacktopped,9343.5,3,288.9709423663509
Other,Kathmandu,27800000,6,3,3.0,2,East,2019.0,1711.25,13.0, Gravelled,1711.25,1,16245.434623813002
Other,Lalitpur,36000000,3,3,3.0,2,East,2065.0,9343.5,20.0, Blacktopped,9343.5,0,3852.9458982180126
Golfutar,Kathmandu,3800000,0,0,3.0,0,West,2074.0,27380.0,20.0, Blacktopped,27380.0,0,138.78743608473337
Other,Kathmandu,100000000,8,9,4.0,4,South,2065.0,11739.25,13.0, Blacktopped,11739.25,0,8518.43175671359
Other,Kathmandu,60000000,6,3,3.0,4,South,2050.0,20963.0,20.0, Blacktopped,20963.0,0,2862.185755855555
Other,Kathmandu,4000000,0,0,3.0,0,North East,2074.0,12306.0,20.0, Blacktopped,12306.0,0,325.04469364537624
Budhanilkantha,Kathmandu,65000000,5,5,3.0,3,South East,2075.0,5133.75,13.0, Soil Stabilized,5133.75,9,12661.309958607257
Golfutar,Kathmandu,56000000,6,6,3.0,3,East,2074.0,3422.5,20.0, Soil Stabilized,3600.0,8,16362.308254200147
Budhanilkantha,Kathmandu,44500000,6,5,3.0,3,South East,2076.0,2772.225,15.0, Blacktopped,2772.225,8,16052.088124160196
Hattigauda,Kathmandu,85000000,5,5,3.0,3,East,2074.0,5818.25,13.0, Soil Stabilized,5818.25,9,14609.203798392988
Other,Kathmandu,38000000,0,0,3.0,0,East,2074.0,2738.0,13.0, Blacktopped,2738.0,0,13878.743608473338
Other,Kathmandu,2000000,0,0,3.0,0,West,2074.0,2395.75,16.0, Paved,2395.75,0,834.8116456224565
Other,Kathmandu,1375000,0,0,3.0,0,West,2074.0,1369.0,13.0, Gravelled,1369.0,0,1004.3827611395179
Other,Kathmandu,1450000,0,0,3.0,0,East,2074.0,1369.0,13.0, Blacktopped,1369.0,0,1059.1672753834916
Other,Kathmandu,19000000,8,0,3.0,0,South,2074.0,1028.75,10.0, Blacktopped,1028.75,10,18469.015795868774
Other,Kathmandu,1700000,0,0,3.0,0,West,2074.0,9343.5,14.0, Concrete,9343.5,0,181.9446674158506
Other,Kathmandu,7500000,3,1,1.0,0,North,2074.0,7974.5,4.0, Soil Stabilized,7974.5,0,940.4978368549753
Budhanilkantha,Kathmandu,47500000,5,4,3.0,2,East,2070.0,2738.0,20.0, Blacktopped,2738.0,0,17348.42951059167
Dhapasi,Kathmandu,25000000,3,3,3.0,1,South,2074.0,1369.0,20.0, Blacktopped,2300.0,0,18261.504747991235
Imadol,Lalitpur,22500000,7,2,3.0,0,South,2074.0,11963.75,13.0, Gravelled,11963.75,0,1880.6812245324418
Other,Lalitpur,35000000,5,4,3.0,2,West,2069.0,2053.5,20.0, Blacktopped,2500.0,0,17044.07109812515
Other,Kathmandu,1300000,0,0,3.0,0,West,2074.0,400.0,15.0, Blacktopped,400.0,0,3250.0
Other,Kathmandu,50000000,7,4,2.0,1,South East,2076.0,2395.75,10.0, Concrete,2395.75,13,20870.29114056141
Other,Lalitpur,4000000,0,0,3.0,0,North,2074.0,9001.25,12.0, Gravelled,9001.25,0,444.38272462158034
Other,Kathmandu,25000000,7,5,4.0,1,North,2019.0,1026.75,13.0, Gravelled,1026.75,11,24348.672997321646
Other,Kathmandu,16500000,0,0,2.0,0,South East,2076.0,1027.75,14.0, Blacktopped,1027.75,8,16054.48795913403
Other,Kathmandu,46000000,5,4,3.0,2,South West,2074.0,2395.75,13.0, Blacktopped,3000.0,5,19200.667849316498
Other,Bhaktapur,30000000,5,4,3.0,0,East,2074.0,9685.75,15.0, Blacktopped,9685.75,0,3097.3337118963427
Other,Bhaktapur,1700000,0,0,3.0,0,East,2074.0,12305.0,20.0, Gravelled,12305.0,0,138.15522145469322
Other,Kathmandu,3300000,0,0,3.0,0,North,2074.0,9001.25,26.24672,None,9001.25,0,366.61574781280376
Other,Others,330000,0,0,3.0,0,North,2074.0,222.25,13.0, Gravelled,222.25,0,1484.814398200225
Other,Kathmandu,7000000,0,0,3.0,0,North,2074.0,1369.0,20.0, Blacktopped,1369.0,0,5113.221329437546
Other,Kathmandu,28000000,2,4,3.0,3,South,2074.0,1711.25,13.0, Gravelled,1711.25,0,16362.308254200147
Other,Kathmandu,35000000,0,0,3.0,0,North,2074.0,19251.75,13.0, Blacktopped,19251.75,0,1818.01654395055
Other,Kathmandu,49000000,0,0,3.0,0,South,2074.0,8659.0,12.0, Blacktopped,8659.0,0,5658.852061438965
Other,Others,350000,0,0,3.0,0,East,2074.0,577.85,26.0, Gravelled,577.85,0,605.6935190793458
Bhangal,Kathmandu,21500000,5,5,3.0,1,East,2076.0,1197.875,13.0, Gravelled,1197.875,0,17948.450380882812
Tokha,Kathmandu,3900000,0,0,3.0,0,East,2074.0,2738.0,15.0, Blacktopped,2738.0,0,1424.3973703433162
Golfutar,Kathmandu,6700000,0,0,3.0,0,West,2074.0,1369.0,33.0,None,1369.0,0,4894.083272461651
Budhanilkantha,Kathmandu,25500000,7,5,3.0,1,East,2076.0,1711.25,20.0, Gravelled,2600.0,3,14901.387874360847
Budhanilkantha,Kathmandu,4200000,0,0,3.0,0,East,2074.0,2738.0,15.0, Blacktopped,2738.0,0,1533.9663988312636
Other,Kathmandu,16500000,8,0,3.0,0,North,2074.0,1027.75,13.0, Gravelled,1027.75,0,16054.48795913403
Bhangal,Kathmandu,22000000,11,0,3.0,0,West,2074.0,19251.75,13.0, Gravelled,19251.75,0,1142.7532561974886
Other,Bhaktapur,10500000,0,0,3.0,0,South,2074.0,1369.0,10.0, Blacktopped,1369.0,0,7669.831994156319
Budhanilkantha,Kathmandu,2200000,0,0,3.0,0,West,2074.0,10370.25,18.0, Blacktopped,10370.25,0,212.14531954388755
Other,Lalitpur,1250000,0,0,3.0,0,West,2074.0,5014.0,20.0, Soil Stabilized,5014.0,0,249.3019545273235
Other,Kathmandu,70000000,5,7,2.0,3,East,2074.0,4107.0,14.0, Blacktopped,4107.0,17,17044.07109812515
Other,Others,1250000,0,0,3.0,0,North,2074.0,222.25,20.0, Blacktopped,222.25,0,5624.29696287964
Other,Kathmandu,39500000,5,6,3.0,5,North,2074.0,12646.25,20.0, Blacktopped,12646.25,13,3123.4555698329546
Other,Kathmandu,1450000,0,0,3.0,0,North East,2074.0,54760.0,19.68504, Gravelled,54760.0,6,26.47918188458729
Other,Lalitpur,4300000,0,0,0.0,0,East,2074.0,12988.5,26.0, Blacktopped,12988.5,0,331.0620933903068
Sitapaila,Kathmandu,22000000,3,4,3.0,1,East,2018.0,1026.75,14.0,None,616050.0,5,21426.832237643048
Baluwatar,Kathmandu,5500000,0,0,3.0,0,South East,2074.0,3080.25,16.0, Blacktopped,3080.25,0,1785.5693531369207
Other,Kathmandu,62500000,5,6,2.0,5,East,2019.0,2224.625,15.0, Blacktopped,2224.625,15,28094.622689217285
Other,Kathmandu,8500000,0,0,3.0,0,South East,2074.0,2395.75,16.0, Blacktopped,2395.75,0,3547.94949389544
Other,Kathmandu,32500000,0,0,3.0,0,South,2074.0,18242.0,16.0, Blacktopped,18242.0,0,1781.6028944194716
Other,Kathmandu,47000000,18,6,3.0,6,South,2074.0,2053.5,13.0, Blacktopped,2053.5,11,22887.752617482347
Other,Kathmandu,11000000,0,0,3.0,0,North East,2074.0,5476.0,20.0, Blacktopped,5476.0,0,2008.7655222790358
Other,Kathmandu,22500000,0,4,3.0,4,North,2009.0,1026.75,12.0, Gravelled,1026.75,4,21913.80569758948
Other,Kathmandu,11000000,0,0,3.0,0,South East,2074.0,8898.5,40.0, Blacktopped,8898.5,0,1236.1633983255606
Baluwatar,Kathmandu,13000000,0,0,3.0,0,East,2074.0,10609.75,50.0, Blacktopped,10609.75,0,1225.2880605103796
Dhapasi,Kathmandu,45000000,6,6,3.0,2,South West,2074.0,2738.0,20.0, Blacktopped,2738.0,18,16435.35427319211
Budhanilkantha,Kathmandu,130000000,6,7,2.0,10,North,2017.0,8898.5,20.0, Blacktopped,8898.5,18,14609.203798392988
Other,Kathmandu,15000000,0,0,3.0,0,East,2074.0,3080.25,60.0, Blacktopped,3080.25,0,4869.734599464329
Other,Kathmandu,7500000,0,0,3.0,0,West,2074.0,6725.25,45.0, Blacktopped,6725.25,0,1115.2001784320285
Dhapasi,Kathmandu,4000000,0,0,3.0,0,East,2074.0,9343.5,12.0, Blacktopped,9343.5,0,428.1050998020014
Other,Kathmandu,120000000,4,5,2.0,2,South East,2074.0,4109.0,20.0, Blacktopped,4109.0,13,29204.18593331711
Kapan,Kathmandu,22000000,6,5,3.0,1,East,2016.0,1711.25,14.0, Gravelled,1711.25,9,12856.099342585829
Other,Lalitpur,17000000,3,2,2.0,3,West,2019.0,1369.0,13.0, Gravelled,1369.0,1,12417.823228634039
Budhanilkantha,Kathmandu,30000000,10,8,4.0,2,South,2068.0,1369.0,30.0, Blacktopped,1369.0,5,21913.80569758948
Other,Kathmandu,7000000,0,0,3.0,0,West,2074.0,1026.75,10.0, Soil Stabilized,1026.75,0,6817.628439250061
Other,Lalitpur,19000000,4,4,3.0,2,East,2075.0,1370.0,13.0, Gravelled,2500.0,11,13868.61313868613
Imadol,Lalitpur,18000000,0,4,4.0,0,South,2016.0,244.475,0.0,None,244.47500000000002,7,73627.16024133348
Other,Others,1550000,0,0,0.0,0,North,2074.0,1000.125,66.0, Blacktopped,1000.125,0,1549.806274215723
Other,Kathmandu,12000000,1,1,1.0,1,North West,2076.0,7977.5,10.0, Gravelled,7977.5,8,1504.2306486994673
Other,Kathmandu,122500000,23,10,3.0,0,West,2074.0,7974.5,15.0, Blacktopped,7974.5,0,15361.464668631263
Other,Kathmandu,1500000,0,0,3.0,0,North,2074.0,8316.75,12.0, Gravelled,8316.75,0,180.3589142393363
Other,Kathmandu,1300000,0,0,3.0,0,West,2074.0,1369.0,4.0, Soil Stabilized,1369.0,0,949.5982468955442
Other,Others,815000,0,0,3.0,0,North,2074.0,3525.175,20.0, Gravelled,3525.175,0,231.19419603282105
Other,Kathmandu,1350000,0,0,3.0,0,North,2074.0,2053.5,12.0, Gravelled,2053.5,0,657.4141709276845
Jorpati,Kathmandu,20000000,0,0,3.0,0,South,2074.0,1369.0,15.0,None,1369.0,0,14609.203798392988
Other,Lalitpur,17000000,8,3,3.0,0,South,2074.0,1026.75,13.0, Blacktopped,1026.75,0,16557.09763817872
Other,Kathmandu,17000000,0,0,3.0,0,East,2074.0,1026.75,10.0, Gravelled,1026.75,0,16557.09763817872
Other,Kathmandu,8500000,4,0,3.0,0,South,2074.0,855.625,10.0,None,855.625,0,9934.258582907232
Other,Lalitpur,1100000,0,0,3.0,0,South,2074.0,1711.25,20.0, Gravelled,1711.25,0,642.8049671292914
Other,Lalitpur,15500000,8,0,3.0,0,North,2074.0,1026.75,20.0, Gravelled,1026.75,0,15096.177258339421
Other,Kathmandu,2600000,0,0,3.0,0,East,2074.0,2395.75,20.0, Blacktopped,2395.75,0,1085.2551393091933
Other,Others,230000,0,0,3.0,0,East,2074.0,355.6,0.0,None,355.6,0,646.7941507311585
Other,Bhaktapur,1200000,0,0,0.0,0,South West,2074.0,13347.75,20.0, Soil Stabilized,13347.75,0,89.9027926054953
Samakhusi,Kathmandu,44000000,5,6,3.0,1,East,2076.0,1369.0,15.0, Blacktopped,1369.0,6,32140.248356464574
Budhanilkantha,Kathmandu,100000000,6,6,3.0,10,North West,2071.0,6845.0,20.0, Blacktopped,6845.0,15,14609.203798392988
Budhanilkantha,Kathmandu,96000000,5,7,3.0,0,South East,2074.0,6160.5,20.0, Blacktopped,6160.5,18,15583.150718285853
Bhangal,Kathmandu,28500000,6,6,3.0,2,East,2076.0,1540.125,20.0, Blacktopped,1540.125,6,18504.99147796445
Other,Kathmandu,22500000,0,0,3.0,0,North,2074.0,1369.0,16.0, Blacktopped,1369.0,0,16435.35427319211
Other,Kathmandu,41000000,17,10,3.0,2,East,2074.0,2772.225,15.0, Blacktopped,2772.225,8,14789.56433911389
Samakhusi,Kathmandu,30000000,11,0,4.0,2,North,2001.0,1711.25,13.0, Blacktopped,1711.25,7,17531.044558071586
Bhaisepati,Lalitpur,2500000,0,0,3.0,0,East,2074.0,1711.25,0.0,None,1711.25,0,1460.9203798392987
Other,Kathmandu,1200000,0,0,3.0,0,North,2074.0,1850.0,40.0, Blacktopped,1850.0,0,648.6486486486486
Other,Kathmandu,65000000,5,6,3.0,3,East,2076.0,2224.625,15.0, Blacktopped,2224.625,10,29218.407596785975
Other,Kathmandu,115000000,4,4,3.0,4,North East,2009.0,6160.5,13.0, Paved,6160.5,22,18667.315964613263
Other,Kathmandu,4000000,0,0,3.0,0,South East,2074.0,1711.25,0.0,None,1711.25,0,2337.472607742878
Other,Kathmandu,1400000,0,0,3.0,0,South West,2074.0,1369.0,0.0,None,1369.0,0,1022.6442658875092
Other,Chitwan,2500000,0,0,3.0,0,North,2074.0,17693.0,19.68504, Gravelled,17693.0,0,141.29881874187532
Bhaisepati,Lalitpur,3500000,0,0,3.0,0,South West,2074.0,1369.0,20.0, Blacktopped,1369.0,0,2556.610664718773
Other,Kathmandu,1000000,0,0,3.0,0,North East,2074.0,5476.0,32.0, Blacktopped,5476.0,0,182.61504747991233
Other,Lalitpur,2300000,0,0,3.0,0,South West,2074.0,1711.25,13.0, Paved,1711.25,0,1344.046749452155
Other,Kathmandu,2100000,0,0,3.0,0,South East,2074.0,1369.0,16.0, Gravelled,1369.0,0,1533.9663988312636
Dhapasi,Kathmandu,35000000,6,4,3.0,8,West,2074.0,9343.5,32.0, Blacktopped,9343.5,7,3745.919623267512
Other,Kathmandu,140000000,7,4,3.0,3,East,2074.0,7871.75,26.0, Blacktopped,7871.75,2,17785.117667608854
Other,Bhaktapur,7500000,0,0,3.0,0,South,2074.0,1026.75,13.0, Gravelled,1026.75,0,7304.601899196494
Other,Kathmandu,9500000,0,0,3.0,0,East,2074.0,11619.5,10.0, Blacktopped,11619.5,0,817.5911183785877
Bhangal,Kathmandu,20000000,0,0,3.0,0,South East,2074.0,4671.75,13.0, Blacktopped,4671.75,0,4281.050998020014
Hattigauda,Kathmandu,18000000,0,0,3.0,0,South,2074.0,1026.75,16.0, Blacktopped,1026.75,0,17531.044558071586
Hattigauda,Kathmandu,35000000,0,0,3.0,0,North,2074.0,2395.75,15.0, Gravelled,2395.75,0,14609.203798392988
Other,Kathmandu,5500000,0,0,3.0,0,East,2074.0,1540.125,16.0, Blacktopped,1540.125,1,3571.1387062738413
Other,Lalitpur,17600000,2,2,3.0,1,North,2074.0,11620.5,13.0,None,11620.5,7,1514.5647777634354
Kapan,Kathmandu,18500000,0,0,3.0,0,North,2074.0,8316.75,13.0, Gravelled,8316.75,0,2224.426608951814
Bhaisepati,Lalitpur,25000000,0,0,3.0,0,South East,2074.0,9001.25,12.0, Gravelled,9001.25,9,2777.392028884877
Other,Kathmandu,33000000,5,4,4.0,1,East,2068.0,1711.25,12.0, Blacktopped,1711.25,5,19284.149013878745
Samakhusi,Kathmandu,22500000,9,4,3.0,3,South,2074.0,1026.75,13.0, Blacktopped,1026.75,6,21913.80569758948
Samakhusi,Kathmandu,27500000,6,3,3.0,3,West,2074.0,1369.0,13.0, Blacktopped,1369.0,9,20087.65522279036
Imadol,Lalitpur,23800000,6,3,3.0,1,South East,2016.0,1369.0,13.0, Gravelled,1369.0,6,17384.952520087656
Other,Kathmandu,18500000,8,0,3.0,0,West,2074.0,8316.75,12.0,None,8316.75,0,2224.426608951814
Other,Kathmandu,33000000,12,0,3.0,0,North,2074.0,19936.25,12.0, Gravelled,19936.25,0,1655.2761928647565
Other,Kathmandu,23000000,10,0,3.0,0,South,2074.0,1369.0,12.0, Blacktopped,1369.0,8,16800.584368151936
Other,Kathmandu,15500000,7,0,3.0,0,South,2074.0,1026.75,12.0, Gravelled,1026.75,0,15096.177258339421
Other,Bhaktapur,8500000,0,0,3.0,0,East,2074.0,7976.5,26.24672, Soil Stabilized,7976.5,0,1065.6302889738606
Budhanilkantha,Kathmandu,2225000,0,0,3.0,0,North,2074.0,10372.25,15.0, Gravelled,10372.25,0,214.51469064089278
Other,Kathmandu,19000000,0,0,3.0,0,East,2074.0,11619.5,10.0, Blacktopped,11619.5,0,1635.1822367571754
Basundhara,Kathmandu,29800000,0,0,3.0,0,West,2074.0,9001.25,15.0, Blacktopped,9001.25,0,3310.6512984307733
Other,Kathmandu,3500000,0,0,3.0,0,North,2074.0,1711.25,14.0, Gravelled,1711.25,1,2045.2885317750183
Budhanilkantha,Kathmandu,26200000,13,0,3.0,0,West,2074.0,19936.25,13.0, Blacktopped,19936.25,0,1314.188977365352
Other,Kathmandu,4600000,0,0,1.0,0,North,2074.0,1026.75,13.0, Soil Stabilized,1026.75,0,4480.1558315071825
Other,Lalitpur,1000000,0,0,3.0,0,North,2074.0,1711.25,17.0, Gravelled,1711.25,0,584.3681519357195
Other,Lalitpur,26500000,4,4,3.0,1,South West,2075.0,1369.0,16.0, Gravelled,1369.0,13,19357.19503287071
Other,Kathmandu,8500000,0,0,3.0,0,South,2074.0,2739.0,13.0, Blacktopped,2739.0,0,3103.322380430814
Other,Others,5500000,0,0,3.0,0,East,2019.0,4083.0,1.0,None,4083.0,3,1347.0487386725447
Budhanilkantha,Kathmandu,41000000,5,4,2.0,2,East,2073.0,6383.0,13.0, Blacktopped,6383.0,0,6423.311922293592
Other,Kathmandu,550000,0,0,3.0,0,South East,2074.0,19166.0,20.0, Soil Stabilized,19166.0,0,28.69665031827194
Basundhara,Kathmandu,42000000,11,0,3.0,0,West,2074.0,2395.75,15.0, Blacktopped,2395.75,0,17531.044558071586
Other,Others,20000000,0,0,3.0,0,North,2074.0,162.0,20.0, Blacktopped,162.0,4,123456.79012345678
Other,Kathmandu,2800000,0,0,3.0,0,North,2074.0,1711.25,10.0, Soil Stabilized,1711.25,0,1636.2308254200145
Other,Bhaktapur,1800000,0,0,3.0,0,North,2074.0,10267.5,20.0, Blacktopped,10267.5,0,175.31044558071585
Other,Bhaktapur,1300000,0,0,3.0,0,West,2074.0,3422.5,13.0, Gravelled,3422.5,0,379.8392987582177
Kapan,Kathmandu,21500000,0,0,3.0,0,North East,2074.0,4671.75,16.0, Blacktopped,4671.75,0,4602.129822871515
Other,Kathmandu,2500000,0,0,3.0,0,East,2074.0,11961.75,10.0, Soil Stabilized,11961.75,0,208.9995193011056
Budhanilkantha,Kathmandu,25500000,6,4,3.0,2,East,2074.0,1540.125,13.0, Blacktopped,1540.125,1,16557.09763817872
Kapan,Kathmandu,15000000,0,0,3.0,0,East,2073.0,1026.75,10.0, Blacktopped,1026.75,0,14609.203798392988
Other,Kathmandu,32000000,5,5,3.0,2,East,2074.0,1369.0,13.0, Blacktopped,1369.0,6,23374.72607742878
Other,Chitwan,5000000,0,0,3.0,0,North,2074.0,133.35,19.68504, Gravelled,133.35,0,37495.31308586427
Other,Lalitpur,2900000,0,0,0.0,0,South East,2074.0,1369.0,22.0, Concrete,1369.0,0,2118.3345507669833
Imadol,Lalitpur,2700000,0,0,3.0,0,South,2074.0,4671.75,10.0, Soil Stabilized,4671.75,0,577.9418847327019
Other,Kathmandu,32000000,6,3,3.0,2,South,2074.0,5014.0,30.0, Soil Stabilized,5014.0,7,6382.130035899481
Other,Bhaktapur,11500000,0,0,3.0,0,North,2074.0,1029.75,12.0, Gravelled,1029.75,0,11167.759164845836
Other,Kathmandu,1500000,0,0,3.0,0,South,2074.0,11961.75,13.0, Gravelled,11961.75,0,125.39971158066336
Chabahil,Kathmandu,1200000,0,0,3.0,0,North,2074.0,8662.0,20.0, Soil Stabilized,8662.0,0,138.5361348418379
Other,Others,125000000,16,20,3.0,1,North,2074.0,10952.0,55.0,None,3422500.0,14,11413.440467494522
Other,Kathmandu,5400000,0,0,3.0,0,South,2074.0,1369.0,19.68504, Blacktopped,1369.0,0,3944.4850255661067
Other,Kathmandu,14000000,8,0,3.0,0,West,2074.0,7974.5,13.0, Gravelled,7974.5,0,1755.595962129287
Other,Chitwan,5000000,2,1,1.0,0,South,2074.0,133.35,19.68504, Blacktopped,133.35,0,37495.31308586427
Other,Lalitpur,49500000,0,0,3.0,0,East,2074.0,3080.25,16.0, Blacktopped,3080.25,0,16070.124178232287
Other,Kathmandu,1700000,0,0,3.0,0,East,2074.0,4449.25,16.0,None,4449.25,0,382.08686857335505
Other,Kathmandu,1100000,0,0,3.0,0,North East,2074.0,8662.0,13.0,None,8662.0,0,126.99145693835142
Other,Kathmandu,10000000,0,0,3.0,0,East,2074.0,1369.0,13.0, Blacktopped,1369.0,0,7304.601899196494
Other,Others,100000,0,0,0.0,0,North,2074.0,1361.0,20.0, Blacktopped,1361.0,0,73.47538574577517
Other,Lalitpur,8500000,0,0,3.0,0,North West,2074.0,5476.0,13.0, Blacktopped,5476.0,0,1552.2279035792549
Other,Others,9500000,0,0,2.0,0,North,2074.0,1711.25,15.0, Soil Stabilized,1711.25,0,5551.497443389335
Other,Lalitpur,80000000,5,5,3.0,4,East,2069.0,3080.25,20.0, Blacktopped,3080.25,0,25971.917863809755
Other,Kathmandu,17000000,5,2,3.0,1,East,2076.0,1026.75,12.0, Blacktopped,1026.75,3,16557.09763817872
Imadol,Lalitpur,10000000,2,2,1.0,1,North East,2074.0,1026.75,13.0, Blacktopped,1026.75,6,9739.469198928658
Imadol,Lalitpur,30000000,9,5,4.0,3,North West,2076.0,8316.75,33.0, Blacktopped,8316.75,6,3607.1782847867257
Bhaisepati,Lalitpur,4500000,0,0,3.0,0,West,2074.0,2738.0,15.0, Gravelled,2738.0,0,1643.535427319211
Sitapaila,Kathmandu,1200000,0,0,3.0,0,South,2074.0,8659.0,12.0, Gravelled,8659.0,0,138.5841321168726
Other,Kathmandu,1300000,0,0,3.0,0,West,2074.0,3422.5,10.0, Soil Stabilized,3422.5,0,379.8392987582177
Other,Kathmandu,1700000,0,0,3.0,0,South,2074.0,1369.0,10.0, Soil Stabilized,1369.0,0,1241.782322863404
Budhanilkantha,Kathmandu,22500000,0,3,3.0,2,East,2074.0,1197.875,13.0, Paved,1197.875,1,18783.26202650527
Other,Lalitpur,5500000,0,0,3.0,0,West,2074.0,2738.0,15.0, Concrete,2738.0,0,2008.7655222790358
Other,Lalitpur,7000000,0,0,3.0,0,West,2074.0,3764.75,15.0, Blacktopped,3764.75,0,1859.3532107045621
Other,Lalitpur,5500000,0,0,3.0,0,West,2074.0,4107.0,13.0, Concrete,4107.0,0,1339.1770148526905
Other,Kathmandu,22000000,11,0,2.0,0,West,2074.0,1711.25,15.0, Gravelled,1711.25,0,12856.099342585829
Other,Others,37000000,0,0,0.0,0,East,2074.0,8520.0,0.0, Paved,8520.0,0,4342.723004694835
Other,Kathmandu,36000000,0,0,3.0,0,South,2074.0,12988.5,20.0, Gravelled,12988.5,0,2771.6826423374523
Other,Kathmandu,13200000,7,0,2.0,0,North,2074.0,7974.5,13.0, Gravelled,7974.5,0,1655.2761928647565
Kapan,Kathmandu,29000000,18,0,4.0,0,North,2074.0,5014.0,32.0, Gravelled,5014.0,0,5783.805345033905
Sitapaila,Kathmandu,20500000,0,0,3.0,0,West,2074.0,1711.25,20.0, Blacktopped,1711.25,0,11979.54711468225
Other,Kathmandu,27000000,3,4,3.0,1,North,2018.0,1197.875,0.0,None,1197.875,0,22539.914431806323
Other,Lalitpur,8000000,0,0,3.0,0,West,2074.0,2053.5,0.0,None,2053.5,0,3895.7876795714633
Other,Kathmandu,12000000,0,0,3.0,0,West,2074.0,19251.75,26.0, Blacktopped,19251.75,0,623.3199579259028
Imadol,Lalitpur,19500000,5,3,3.0,0,North,2076.0,8316.75,13.0, Gravelled,8316.75,0,2344.6658851113716
Basundhara,Kathmandu,19500000,0,0,3.0,0,North,2074.0,19251.75,13.0, Blacktopped,19251.75,0,1012.8949316295921
Other,Lalitpur,3700000,0,0,3.0,0,East,2074.0,1369.0,5.0, Blacktopped,1369.0,0,2702.7027027027025
Other,Kathmandu,1350000,0,0,3.0,0,North,2074.0,3422.5,13.0, Soil Stabilized,3422.5,0,394.44850255661066
Other,Kathmandu,3700000,0,0,3.0,0,West,2074.0,1369.0,12.0, Gravelled,1369.0,0,2702.7027027027025
Other,Kathmandu,1500000,0,0,3.0,0,West,2074.0,1369.0,20.0, Blacktopped,1369.0,0,1095.6902848794741
Other,Kathmandu,1600000,0,0,3.0,0,East,2074.0,1712.25,13.0, Blacktopped,1712.25,0,934.4429843772814
Other,Lalitpur,4000000,0,0,3.0,0,North,2074.0,16428.0,20.0, Blacktopped,16428.0,0,243.48672997321646
Other,Kathmandu,5000000,0,0,3.0,0,South,2074.0,5476.0,20.0, Blacktopped,5476.0,0,913.0752373995617
Kapan,Kathmandu,26500000,11,5,3.0,0,East,2074.0,1369.0,13.0, Blacktopped,1369.0,0,19357.19503287071
Kapan,Kathmandu,25500000,11,0,3.0,0,North,2074.0,1369.0,13.0, Blacktopped,1369.0,0,18626.73484295106
Other,Kathmandu,29500000,5,2,3.0,1,South,2067.0,12991.5,15.0, Blacktopped,12991.5,11,2270.7154678058732
Budhanilkantha,Kathmandu,23500000,0,3,3.0,2,East,2018.0,1403.225,13.0, Blacktopped,1403.225,1,16747.13606157245
Imadol,Lalitpur,15000000,4,3,3.0,0,South,2074.0,7974.5,13.0, Gravelled,7974.5,0,1880.9956737099506
Imadol,Lalitpur,19000000,4,3,3.0,0,South East,2074.0,1029.75,10.0, Gravelled,1029.75,0,18451.080359310512
Other,Kathmandu,1700000,0,0,3.0,0,South East,2074.0,200.0,30.0, Blacktopped,200.0,0,8500.0
Imadol,Lalitpur,23500000,4,3,3.0,0,South,2074.0,11961.75,20.0, Gravelled,11961.75,6,1964.5954814303927
Imadol,Lalitpur,18000000,5,4,3.0,0,North West,2074.0,1026.75,11.0, Gravelled,1026.75,7,17531.044558071586
Imadol,Lalitpur,18500000,3,3,3.0,2,South,2076.0,4671.75,13.0, Gravelled,4671.75,9,3959.9721731685127
Other,Others,15000000,0,0,3.0,0,North,2074.0,200.025,20.0, Blacktopped,200.025,0,74990.62617172854
Tokha,Kathmandu,24500000,7,3,3.0,0,South East,2074.0,8659.0,10.0, Gravelled,8659.0,0,2829.4260307194827
Other,Kathmandu,33000000,0,0,3.0,3,South,2074.0,8659.0,8.0, Gravelled,8659.0,0,3811.063633213997
Other,Kathmandu,6500000,0,0,3.0,0,South East,2074.0,2053.5,20.0,None,2053.5,0,3165.327489651814
Other,Kathmandu,6500000,0,0,3.0,0,East,2074.0,4107.0,20.0,None,4107.0,0,1582.663744825907
Other,Lalitpur,6500000,0,0,3.0,0,North,2074.0,4107.0,20.0,None,4107.0,0,1582.663744825907
Other,Lalitpur,5500000,0,0,3.0,0,South East,2074.0,5476.0,13.0,None,5476.0,0,1004.3827611395179
Other,Others,19000000,0,0,2.0,0,East,2074.0,466.725,15.0, Gravelled,466.725,0,40709.19706465263
Other,Lalitpur,4800000,2,1,1.0,1,West,2018.0,1026.75,13.0, Gravelled,1026.75,9,4674.945215485756
Hattigauda,Kathmandu,900000,0,0,3.0,0,East,2074.0,400.0,15.0, Blacktopped,400.0,0,2250.0
Other,Bhaktapur,21500000,0,0,3.5,0,West,2074.0,2395.75,15.0, Gravelled,2395.75,0,8974.225190441406
Other,Lalitpur,26000000,0,0,3.0,0,South,2074.0,19594.0,12.0, Blacktopped,19594.0,0,1326.9368173930795
Other,Lalitpur,2300000,0,0,3.0,0,South,2074.0,4671.75,13.0, Soil Stabilized,4671.75,0,492.3208647723016
Other,Others,20000000,4,1,2.0,3,South,2074.0,3422.5,20.0, Blacktopped,3422.5,0,5843.681519357195
