Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Area,Road Width,Road Type,Build Area,Amenities
Sitapaila,Kathmandu,22000000,3,4,3.0,1,East,2018.0,1026.75,14.0,None,616050.0,5
Baluwatar,Kathmandu,5500000,0,0,3.0,0,South East,2074.0,3080.25,16.0, Blacktopped,3080.25,0
Other,Kathmandu,62500000,5,6,2.0,5,East,2019.0,2224.625,15.0, Blacktopped,2224.625,15
Other,Kathmandu,8500000,0,0,3.0,0,South East,2074.0,2395.75,16.0, Blacktopped,2395.75,0
Other,Kathmandu,32500000,0,0,3.0,0,South,2074.0,18242.0,16.0, Blacktopped,18242.0,0
Other,Kathmandu,47000000,18,6,3.0,6,South,2074.0,2053.5,13.0, Blacktopped,2053.5,11
Other,Kathmandu,11000000,0,0,3.0,0,North East,2074.0,5476.0,20.0, Blacktopped,5476.0,0
Other,Kathmandu,22500000,0,4,3.0,4,North,2009.0,1026.75,12.0, Gravelled,1026.75,4
Other,Kathmandu,11000000,0,0,3.0,0,South East,2074.0,8898.5,40.0, Blacktopped,8898.5,0
Baluwatar,Kathmandu,13000000,0,0,3.0,0,East,2074.0,10609.75,50.0, Blacktopped,10609.75,0
Dhapasi,Kathmandu,45000000,6,6,3.0,2,South West,2074.0,2738.0,20.0, Blacktopped,2738.0,18
Other,Kathmandu,15000000,0,0,3.0,0,East,2074.0,3080.25,60.0, Blacktopped,3080.25,0
Other,Kathmandu,7500000,0,0,3.0,0,West,2074.0,6725.25,45.0, Blacktopped,6725.25,0
Dhapasi,Kathmandu,4000000,0,0,3.0,0,East,2074.0,9343.5,12.0, Blacktopped,9343.5,0
Kapan,Kathmandu,22000000,6,5,3.0,1,East,2016.0,1711.25,14.0, Gravelled,1711.25,9
Budhanilkantha,Kathmandu,30000000,10,8,4.0,2,South,2068.0,1369.0,30.0, Blacktopped,1369.0,5
Other,Kathmandu,7000000,0,0,3.0,0,West,2074.0,1026.75,10.0, Soil Stabilized,1026.75,0
Other,Kathmandu,12000000,1,1,1.0,1,North West,2076.0,7977.5,10.0, Gravelled,7977.5,8
Other,Kathmandu,1500000,0,0,3.0,0,North,2074.0,8316.75,12.0, Gravelled,8316.75,0
Other,Kathmandu,1300000,0,0,3.0,0,West,2074.0,1369.0,4.0, Soil Stabilized,1369.0,0
Other,Kathmandu,1350000,0,0,3.0,0,North,2074.0,2053.5,12.0, Gravelled,2053.5,0
Jorpati,Kathmandu,20000000,0,0,3.0,0,South,2074.0,1369.0,15.0,None,1369.0,0
Other,Kathmandu,17000000,0,0,3.0,0,East,2074.0,1026.75,10.0, Gravelled,1026.75,0
Other,Kathmandu,8500000,4,0,3.0,0,South,2074.0,855.625,10.0,None,855.625,0
Other,Kathmandu,2600000,0,0,3.0,0,East,2074.0,2395.75,20.0, Blacktopped,2395.75,0
Samakhusi,Kathmandu,44000000,5,6,3.0,1,East,2076.0,1369.0,15.0, Blacktopped,1369.0,6
Budhanilkantha,Kathmandu,96000000,5,7,3.0,0,South East,2074.0,6160.5,20.0, Blacktopped,6160.5,18
Bhangal,Kathmandu,28500000,6,6,3.0,2,East,2076.0,1540.125,20.0, Blacktopped,1540.125,6
Other,Kathmandu,22500000,0,0,3.0,0,North,2074.0,1369.0,16.0, Blacktopped,1369.0,0
Samakhusi,Kathmandu,30000000,11,0,4.0,2,North,2001.0,1711.25,13.0, Blacktopped,1711.25,7
Other,Kathmandu,1200000,0,0,3.0,0,North,2074.0,1850.0,40.0, Blacktopped,1850.0,0
Other,Kathmandu,65000000,5,6,3.0,3,East,2076.0,2224.625,15.0, Blacktopped,2224.625,10
Other,Kathmandu,4000000,0,0,3.0,0,South East,2074.0,1711.25,0.0,None,1711.25,0
Other,Kathmandu,1400000,0,0,3.0,0,South West,2074.0,1369.0,0.0,None,1369.0,0
Other,Kathmandu,1000000,0,0,3.0,0,North East,2074.0,5476.0,32.0, Blacktopped,5476.0,0
Other,Kathmandu,2100000,0,0,3.0,0,South East,2074.0,1369.0,16.0, Gravelled,1369.0,0
Dhapasi,Kathmandu,35000000,6,4,3.0,8,West,2074.0,9343.5,32.0, Blacktopped,9343.5,7
Other,Kathmandu,9500000,0,0,3.0,0,East,2074.0,11619.5,10.0, Blacktopped,11619.5,0
Bhangal,Kathmandu,20000000,0,0,3.0,0,South East,2074.0,4671.75,13.0, Blacktopped,4671.75,0
Hattigauda,Kathmandu,18000000,0,0,3.0,0,South,2074.0,1026.75,16.0, Blacktopped,1026.75,0
Hattigauda,Kathmandu,35000000,0,0,3.0,0,North,2074.0,2395.75,15.0, Gravelled,2395.75,0
Other,Kathmandu,5500000,0,0,3.0,0,East,2074.0,1540.125,16.0, Blacktopped,1540.125,1
Kapan,Kathmandu,18500000,0,0,3.0,0,North,2074.0,8316.75,13.0, Gravelled,8316.75,0
Other,Kathmandu,33000000,5,4,4.0,1,East,2068.0,1711.25,12.0, Blacktopped,1711.25,5
Samakhusi,Kathmandu,22500000,9,4,3.0,3,South,2074.0,1026.75,13.0, Blacktopped,1026.75,6
Samakhusi,Kathmandu,27500000,6,3,3.0,3,West,2074.0,1369.0,13.0, Blacktopped,1369.0,9
Other,Kathmandu,18500000,8,0,3.0,0,West,2074.0,8316.75,12.0,None,8316.75,0
Other,Kathmandu,33000000,12,0,3.0,0,North,2074.0,19936.25,12.0, Gravelled,19936.25,0
Other,Kathmandu,23000000,10,0,3.0,0,South,2074.0,1369.0,12.0, Blacktopped,1369.0,8
Other,Kathmandu,15500000,7,0,3.0,0,South,2074.0,1026.75,12.0, Gravelled,1026.75,0
Budhanilkantha,Kathmandu,2225000,0,0,3.0,0,North,2074.0,10372.25,15.0, Gravelled,10372.25,0
Other,Kathmandu,19000000,0,0,3.0,0,East,2074.0,11619.5,10.0, Blacktopped,11619.5,0
Basundhara,Kathmandu,29800000,0,0,3.0,0,West,2074.0,9001.25,15.0, Blacktopped,9001.25,0
Other,Kathmandu,3500000,0,0,3.0,0,North,2074.0,1711.25,14.0, Gravelled,1711.25,1
Budhanilkantha,Kathmandu,26200000,13,0,3.0,0,West,2074.0,19936.25,13.0, Blacktopped,19936.25,0
Other,Kathmandu,4600000,0,0,1.0,0,North,2074.0,1026.75,13.0, Soil Stabilized,1026.75,0
Other,Kathmandu,8500000,0,0,3.0,0,South,2074.0,2739.0,13.0, Blacktopped,2739.0,0
Budhanilkantha,Kathmandu,41000000,5,4,2.0,2,East,2073.0,6383.0,13.0, Blacktopped,6383.0,0
Other,Kathmandu,550000,0,0,3.0,0,South East,2074.0,19166.0,20.0, Soil Stabilized,19166.0,0
Basundhara,Kathmandu,42000000,11,0,3.0,0,West,2074.0,2395.75,15.0, Blacktopped,2395.75,0
Other,Kathmandu,2800000,0,0,3.0,0,North,2074.0,1711.25,10.0, Soil Stabilized,1711.25,0
Kapan,Kathmandu,21500000,0,0,3.0,0,North East,2074.0,4671.75,16.0, Blacktopped,4671.75,0
Other,Kathmandu,2500000,0,0,3.0,0,East,2074.0,11961.75,10.0, Soil Stabilized,11961.75,0
Budhanilkantha,Kathmandu,25500000,6,4,3.0,2,East,2074.0,1540.125,13.0, Blacktopped,1540.125,1
Kapan,Kathmandu,15000000,0,0,3.0,0,East,2073.0,1026.75,10.0, Blacktopped,1026.75,0
Other,Kathmandu,32000000,5,5,3.0,2,East,2074.0,1369.0,13.0, Blacktopped,1369.0,6
Other,Kathmandu,32000000,6,3,3.0,2,South,2074.0,5014.0,30.0, Soil Stabilized,5014.0,7
Other,Kathmandu,1500000,0,0,3.0,0,South,2074.0,11961.75,13.0, Gravelled,11961.75,0
Chabahil,Kathmandu,1200000,0,0,3.0,0,North,2074.0,8662.0,20.0, Soil Stabilized,8662.0,0
Other,Kathmandu,5400000,0,0,3.0,0,South,2074.0,1369.0,19.68504, Blacktopped,1369.0,0
Other,Kathmandu,14000000,8,0,3.0,0,West,2074.0,7974.5,13.0, Gravelled,7974.5,0
Other,Kathmandu,1700000,0,0,3.0,0,East,2074.0,4449.25,16.0,None,4449.25,0
Other,Kathmandu,1100000,0,0,3.0,0,North East,2074.0,8662.0,13.0,None,8662.0,0
Other,Kathmandu,10000000,0,0,3.0,0,East,2074.0,1369.0,13.0, Blacktopped,1369.0,0
Other,Kathmandu,17000000,5,2,3.0,1,East,2076.0,1026.75,12.0, Blacktopped,1026.75,3
Sitapaila,Kathmandu,1200000,0,0,3.0,0,South,2074.0,8659.0,12.0, Gravelled,8659.0,0
Other,Kathmandu,1300000,0,0,3.0,0,West,2074.0,3422.5,10.0, Soil Stabilized,3422.5,0
Other,Kathmandu,1700000,0,0,3.0,0,South,2074.0,1369.0,10.0, Soil Stabilized,1369.0,0
Budhanilkantha,Kathmandu,22500000,0,3,3.0,2,East,2074.0,1197.875,13.0, Paved,1197.875,1
Other,Kathmandu,22000000,11,0,2.0,0,West,2074.0,1711.25,15.0, Gravelled,1711.25,0
Other,Kathmandu,36000000,0,0,3.0,0,South,2074.0,12988.5,20.0, Gravelled,12988.5,0
Other,Kathmandu,13200000,7,0,2.0,0,North,2074.0,7974.5,13.0, Gravelled,7974.5,0
Kapan,Kathmandu,29000000,18,0,4.0,0,North,2074.0,5014.0,32.0, Gravelled,5014.0,0
Sitapaila,Kathmandu,20500000,0,0,3.0,0,West,2074.0,1711.25,20.0, Blacktopped,1711.25,0
Other,Kathmandu,27000000,3,4,3.0,1,North,2018.0,1197.875,0.0,None,1197.875,0
Other,Kathmandu,12000000,0,0,3.0,0,West,2074.0,19251.75,26.0, Blacktopped,19251.75,0
Basundhara,Kathmandu,19500000,0,0,3.0,0,North,2074.0,19251.75,13.0, Blacktopped,19251.75,0
Other,Kathmandu,1350000,0,0,3.0,0,North,2074.0,3422.5,13.0, Soil Stabilized,3422.5,0
Other,Kathmandu,3700000,0,0,3.0,0,West,2074.0,1369.0,12.0, Gravelled,1369.0,0
Other,Kathmandu,1500000,0,0,3.0,0,West,2074.0,1369.0,20.0, Blacktopped,1369.0,0
Other,Kathmandu,1600000,0,0,3.0,0,East,2074.0,1712.25,13.0, Blacktopped,1712.25,0
Other,Kathmandu,5000000,0,0,3.0,0,South,2074.0,5476.0,20.0, Blacktopped,5476.0,0
Kapan,Kathmandu,26500000,11,5,3.0,0,East,2074.0,1369.0,13.0, Blacktopped,1369.0,0
Kapan,Kathmandu,25500000,11,0,3.0,0,North,2074.0,1369.0,13.0, Blacktopped,1369.0,0
Other,Kathmandu,29500000,5,2,3.0,1,South,2067.0,12991.5,15.0, Blacktopped,12991.5,11
Budhanilkantha,Kathmandu,23500000,0,3,3.0,2,East,2018.0,1403.225,13.0, Blacktopped,1403.225,1
Other,Kathmandu,1700000,0,0,3.0,0,South East,2074.0,200.0,30.0, Blacktopped,200.0,0
Tokha,Kathmandu,24500000,7,3,3.0,0,South East,2074.0,8659.0,10.0, Gravelled,8659.0,0
Other,Kathmandu,33000000,0,0,3.0,3,South,2074.0,8659.0,8.0, Gravelled,8659.0,0
Other,Kathmandu,6500000,0,0,3.0,0,South East,2074.0,2053.5,20.0,None,2053.5,0
Other,Kathmandu,6500000,0,0,3.0,0,East,2074.0,4107.0,20.0,None,4107.0,0
Hattigauda,Kathmandu,900000,0,0,3.0,0,East,2074.0,400.0,15.0, Blacktopped,400.0,0
Budhanilkantha,Kathmandu,51000000,5,5,2.0,0,East,2011.0,4791.5,14.0, Blacktopped,4791.5,13
Other,Kathmandu,1600000,0,0,3.0,0,East,2074.0,1026.75,12.0, Gravelled,1026.75,0
Other,Kathmandu,1600000,0,0,3.0,0,South,2074.0,1369.0,10.0, Gravelled,1369.0,0
Budhanilkantha,Kathmandu,15000000,2,3,3.0,1,West,2012.0,1026.75,12.0, Soil Stabilized,1026.75,10
Other,Kathmandu,40000000,3,4,3.0,1,East,2075.0,1026.75,20.0,None,1026.75,0
Other,Kathmandu,17500000,6,2,3.0,1,East,2007.0,3764.75,20.0, Gravelled,3764.75,6
Hattigauda,Kathmandu,90000000,6,6,3.0,4,East,2069.0,6845.0,15.0, Blacktopped,6845.0,14
Other,Kathmandu,1500000,0,0,3.0,0,North,2074.0,200.0,20.0, Blacktopped,200.0,0
Other,Kathmandu,1500000,0,0,3.0,0,East,2074.0,700.0,26.24672, Blacktopped,700.0,0
Other,Kathmandu,70000000,5,5,3.0,0,North,2074.0,3080.25,13.0, Blacktopped,3080.25,0
Chabahil,Kathmandu,1400000,0,0,3.0,0,North,2074.0,300.0,15.0, Blacktopped,300.0,0
Bhangal,Kathmandu,17900000,5,5,3.0,1,East,2076.0,1197.875,14.0, Gravelled,1197.875,0
Bhangal,Kathmandu,34500000,5,5,3.0,2,South West,2076.0,2395.75,15.0, Blacktopped,2395.75,4
Basundhara,Kathmandu,41000000,7,6,3.0,3,East,2012.0,2395.75,20.0, Blacktopped,2395.75,10
Other,Kathmandu,18500000,7,4,4.0,0,East,2014.0,513.375,26.0, Blacktopped,513.375,4
Other,Kathmandu,1900000,0,0,0.0,0,South West,2074.0,1700.0,16.0, Blacktopped,1700.0,0
Chabahil,Kathmandu,1500000,0,0,3.0,0,East,2074.0,1369.0,0.0,None,1369.0,0
Other,Kathmandu,15000000,0,0,3.0,0,South,2074.0,1026.75,10.0, Blacktopped,1026.75,0
Bhangal,Kathmandu,21000000,5,4,2.0,2,West,2074.0,1197.875,13.0, Gravelled,1197.875,1
Chabahil,Kathmandu,38000000,0,0,3.0,0,North,2074.0,2738.0,14.0, Blacktopped,2738.0,0
Jorpati,Kathmandu,600000,0,0,3.0,0,North,2074.0,500.0,15.0, Blacktopped,500.0,0
Kapan,Kathmandu,11000000,0,0,3.0,0,West,2074.0,855.625,12.0, Blacktopped,855.625,0
Kapan,Kathmandu,7500000,2,1,1.0,0,North,2074.0,19251.75,12.0, Gravelled,19251.75,0
Other,Kathmandu,17500000,7,3,3.0,0,East,2074.0,1095.2,0.0,None,1095.2,0
Other,Kathmandu,1350000,0,0,3.0,0,West,2074.0,1369.0,10.0, Gravelled,1369.0,0
Other,Kathmandu,1700000,0,0,3.0,0,South,2074.0,12304.0,14.0, Gravelled,12304.0,0
Other,Kathmandu,5000000,0,0,3.0,0,West,2074.0,1369.0,20.0, Blacktopped,1369.0,0
Other,Kathmandu,5200000,0,0,3.0,0,North,2074.0,1026.75,24.0,None,1026.75,0
Other,Kathmandu,27000000,0,0,3.0,0,East,2074.0,3080.25,0.0,None,3080.25,0
Other,Kathmandu,13000000,0,0,3.0,0,North,2074.0,8316.75,13.0, Gravelled,8316.75,0
Other,Kathmandu,8000000,7,3,3.0,0,West,2074.0,1369.0,10.0,None,1369.0,6
Tokha,Kathmandu,17800000,5,6,3.0,1,South,2076.0,1060.975,12.0, Blacktopped,1060.975,0
Budhanilkantha,Kathmandu,4000000,0,0,3.0,0,North East,2074.0,2738.0,18.0, Blacktopped,2738.0,0
Budhanilkantha,Kathmandu,21800000,5,6,3.0,1,North East,2076.0,1197.875,12.0, Blacktopped,1197.875,0
Other,Kathmandu,29000000,0,0,3.0,0,West,2074.0,11961.75,10.0, Blacktopped,11961.75,0
Baluwatar,Kathmandu,6000000,0,0,3.0,0,West,2074.0,9685.75,14.0, Blacktopped,9685.75,0
Other,Kathmandu,3500000,0,0,3.0,0,West,2074.0,1026.75,12.0, Soil Stabilized,1026.75,0
Other,Kathmandu,2400000,0,0,3.0,0,West,2074.0,12988.5,10.0, Blacktopped,12988.5,0
Basundhara,Kathmandu,23000000,4,3,2.0,0,South,2074.0,1060.975,15.0, Gravelled,1060.975,4
Other,Kathmandu,29000000,5,0,3.0,0,West,2074.0,1369.0,12.0, Blacktopped,1369.0,0
Dhapasi,Kathmandu,70000000,3,4,2.0,4,North,2074.0,5476.0,20.0, Blacktopped,5476.0,0
Other,Kathmandu,37500000,0,0,3.0,0,North,2074.0,8659.0,22.0, Blacktopped,8659.0,9
Other,Kathmandu,11500000,0,0,3.0,0,North,2074.0,19251.75,12.0, Gravelled,19251.75,0
Other,Kathmandu,12500000,6,0,3.0,0,North,2074.0,11619.5,13.0, Gravelled,11619.5,0
Jorpati,Kathmandu,2900000,0,0,3.0,0,West,2074.0,1369.0,12.0, Blacktopped,1369.0,0
Other,Kathmandu,42500000,6,0,3.0,4,North,2042.0,9343.5,10.0, Blacktopped,9343.5,9
Other,Kathmandu,4200000,0,0,3.0,0,West,2074.0,3422.5,16.0, Gravelled,3422.5,0
Other,Kathmandu,2400000,0,0,3.0,0,East,2074.0,1711.25,12.0, Blacktopped,1711.25,0
Budhanilkantha,Kathmandu,2300000,0,0,3.0,0,East,2074.0,4107.0,13.0,None,4107.0,0
Other,Kathmandu,1200000,0,0,3.0,0,North,2074.0,1711.25,20.0, Gravelled,1711.25,0
Other,Kathmandu,25000000,0,0,3.0,0,South,2074.0,11277.25,9.0, Blacktopped,11277.25,4
Other,Kathmandu,22000000,0,0,3.0,0,South,2074.0,1369.0,22.0, Gravelled,1369.0,9
Other,Kathmandu,30000000,5,4,3.0,2,West,2075.0,1369.0,20.0,None,1369.0,0
Jorpati,Kathmandu,3700000,0,0,3.0,0,West,2074.0,8659.0,20.0, Blacktopped,8659.0,0
Other,Kathmandu,800000,0,0,3.0,0,South,2074.0,5476.0,20.0, Gravelled,5476.0,0
Other,Kathmandu,4000000,0,0,3.0,0,West,2074.0,1026.75,12.0, Gravelled,1026.75,0
Other,Kathmandu,1400000,0,0,3.0,0,West,2074.0,1026.75,12.0, Soil Stabilized,1026.75,0
Other,Kathmandu,2200000,0,0,3.0,0,East,2074.0,8659.0,13.0, Gravelled,8659.0,0
Other,Kathmandu,29800000,11,0,3.0,0,North,2074.0,1711.25,13.0, Blacktopped,1711.25,11
Other,Kathmandu,1700000,0,0,3.0,0,West,2074.0,1000.0,15.0, Blacktopped,1000.0,0
Other,Kathmandu,1900000,0,0,3.0,0,North,2074.0,1000.0,15.0, Blacktopped,1000.0,0
Other,Kathmandu,32000000,0,0,3.0,0,South,2074.0,2053.5,12.0, Blacktopped,2053.5,0
Chabahil,Kathmandu,3500000,0,0,3.0,0,South East,2074.0,12646.25,14.0, Blacktopped,12646.25,0
Other,Kathmandu,11000000,0,0,3.0,0,West,2074.0,1026.75,10.0, Soil Stabilized,1026.75,9
Other,Kathmandu,17000000,6,3,2.0,2,South East,2074.0,1403.225,11.0,None,1403.225,0
Other,Kathmandu,35000000,0,0,2.0,2,South East,2074.0,9004.25,20.0, Blacktopped,9004.25,4
Other,Kathmandu,22000000,0,0,3.0,0,North,2074.0,5359.25,30.0, Blacktopped,5359.25,0
Other,Kathmandu,24000000,0,0,3.0,0,North,2074.0,11961.75,13.0, Soil Stabilized,11961.75,8
Other,Kathmandu,4000000,0,0,3.0,0,South,2074.0,342.25,10.0, Blacktopped,342.25,0
Other,Kathmandu,2750000,0,0,3.0,0,South West,2074.0,2224.625,15.0, Blacktopped,2224.625,0
Other,Kathmandu,1900000,0,0,3.0,0,East,2074.0,8659.0,13.0, Gravelled,8659.0,0
Other,Kathmandu,1200000,0,0,3.0,0,West,2074.0,2738.0,20.0,None,2738.0,0
Other,Kathmandu,21000000,0,0,3.0,0,West,2074.0,8317.75,15.0,None,8317.75,0
Other,Kathmandu,1500000,0,0,3.0,0,West,2074.0,6160.5,15.0, Soil Stabilized,6160.5,0
Other,Kathmandu,22500000,0,0,2.0,0,West,2074.0,8318.75,13.0, Gravelled,8318.75,0
Budhanilkantha,Kathmandu,28000000,0,0,3.0,0,South,2074.0,1369.0,15.0, Gravelled,1369.0,0
Other,Kathmandu,3500000,0,0,3.0,0,West,2074.0,12649.25,14.0, Paved,12649.25,0
Bhangal,Kathmandu,24000000,6,6,3.0,1,North West,2076.0,1369.0,15.0, Blacktopped,1369.0,0
Bhangal,Kathmandu,24000000,6,6,3.0,1,South East,2076.0,1369.0,14.0, Blacktopped,1369.0,0
Other,Kathmandu,2000000,0,0,3.0,0,North,2074.0,6383.0,15.0, Blacktopped,6383.0,0
Other,Kathmandu,2500000,0,0,3.0,0,North,2074.0,1369.0,13.0, Gravelled,1369.0,0
Tokha,Kathmandu,27500000,5,3,3.0,0,South,2074.0,1369.0,26.0, Gravelled,1369.0,10
Jorpati,Kathmandu,24000000,0,0,3.0,0,South,2074.0,1369.0,15.0, Blacktopped,1369.0,0
Budhanilkantha,Kathmandu,2000000,0,0,3.0,0,South,2074.0,8316.75,24.0, Gravelled,8316.75,0
Other,Kathmandu,24000000,11,3,3.0,0,North,2074.0,1369.0,13.0, Blacktopped,1369.0,7
Budhanilkantha,Kathmandu,1900000,0,0,3.0,0,South,2074.0,1369.0,13.0, Gravelled,1369.0,0
Other,Kathmandu,24500000,7,4,3.0,0,West,2074.0,1129.425,12.0,None,1129.425,1
Budhanilkantha,Kathmandu,4200000,0,0,3.0,0,North East,2074.0,2738.0,20.0, Blacktopped,2738.0,0
Budhanilkantha,Kathmandu,62000000,4,6,3.0,4,East,2076.0,3422.5,15.0, Blacktopped,3422.5,7
Basundhara,Kathmandu,42500000,6,6,4.0,2,South,2075.0,2053.5,15.0, Blacktopped,2053.5,3
Hattigauda,Kathmandu,24500000,5,5,3.0,1,East,2076.0,1369.0,30.0, Gravelled,1369.0,2
Basundhara,Kathmandu,45000000,6,6,3.0,2,South West,2074.0,2738.0,15.0, Blacktopped,2738.0,7
Hattigauda,Kathmandu,33000000,0,0,3.0,3,South West,2074.0,2224.625,18.0, Blacktopped,2224.625,4
Other,Kathmandu,80000000,0,0,3.0,0,South,2074.0,14359.5,12.0, Blacktopped,14359.5,10
Baluwatar,Kathmandu,34000000,5,0,3.0,0,South,2074.0,1369.0,15.0, Blacktopped,1369.0,10
Other,Kathmandu,800000,0,0,3.0,0,West,2074.0,400.0,15.0, Blacktopped,400.0,0
Other,Kathmandu,6500000,0,0,3.0,0,East,2074.0,1369.0,20.0, Blacktopped,1369.0,0
Other,Kathmandu,5800000,0,0,0.0,0,West,2074.0,4701.0,20.0, Blacktopped,4701.0,0
Jorpati,Kathmandu,21500000,4,3,3.0,1,East,2074.0,2700.0,12.0, Blacktopped,2700.0,11
Other,Kathmandu,15900000,5,3,3.0,0,West,2075.0,1026.75,8.0, Soil Stabilized,1026.75,6
Tokha,Kathmandu,1650000,0,0,3.0,0,South,2074.0,19594.0,10.0, Soil Stabilized,19594.0,0
Basundhara,Kathmandu,23500000,0,0,3.0,0,East,2074.0,4671.75,15.0, Blacktopped,4671.75,5
Other,Kathmandu,1000000,0,0,3.0,0,North,2074.0,7974.5,15.0, Soil Stabilized,7974.5,0
Other,Kathmandu,42000000,0,0,2.5,0,North,2074.0,1369.0,20.0, Blacktopped,1369.0,0
Other,Kathmandu,6500000,0,0,3.0,0,North,2074.0,1000.0,20.0, Blacktopped,1000.0,0
Other,Kathmandu,1800000,0,0,3.0,0,West,2074.0,700.0,15.0, Blacktopped,700.0,0
Chabahil,Kathmandu,2000000,0,0,3.0,0,West,2074.0,1000.0,15.0, Blacktopped,1000.0,0
Other,Kathmandu,2000000,0,0,3.0,0,North,2074.0,500.0,20.0, Blacktopped,500.0,0
Jorpati,Kathmandu,900000,0,0,3.0,0,North,2074.0,500.0,15.0, Gravelled,500.0,0
Other,Kathmandu,550000,0,0,3.0,0,West,2074.0,400.0,15.0, Blacktopped,400.0,0
Other,Kathmandu,2000000,0,0,3.0,0,West,2074.0,1711.25,12.0, Gravelled,1711.25,0
Other,Kathmandu,8500000,2,1,1.0,0,West,2074.0,4671.75,10.0, Gravelled,4671.75,4
Other,Kathmandu,3500000,0,0,3.0,0,South,2074.0,18909.5,18.0, Gravelled,18909.5,0
Dhapasi,Kathmandu,12500000,0,0,3.0,0,East,2074.0,18909.5,13.0, Soil Stabilized,18909.5,0
Dhapasi,Kathmandu,2700000,0,0,3.0,0,East,2074.0,1711.25,13.0, Gravelled,1711.25,0
Jorpati,Kathmandu,675000,0,0,3.0,0,West,2074.0,12646.25,10.0, Soil Stabilized,12646.25,0
Baluwatar,Kathmandu,46000000,0,0,3.0,0,South West,2074.0,2738.0,13.0, Blacktopped,2738.0,7
Other,Kathmandu,1900000,0,0,0.0,0,South West,2074.0,1369.0,16.0, Blacktopped,1369.0,0
Other,Kathmandu,19000000,6,3,3.0,1,North East,2018.0,1095.2,0.0,None,1095.2,10
Budhanilkantha,Kathmandu,30500000,4,4,3.0,2,North East,2019.0,1711.25,15.0, Blacktopped,1711.25,8
Other,Kathmandu,21000000,6,3,2.0,2,North,2072.0,1026.75,14.0, Blacktopped,1026.75,4
Budhanilkantha,Kathmandu,2200000,0,0,3.0,0,East,2074.0,3080.25,15.0, Soil Stabilized,3080.25,0
Other,Kathmandu,55000000,10,5,3.0,5,South,2074.0,2738.0,15.0, Gravelled,2738.0,7
Budhanilkantha,Kathmandu,2550000,0,0,3.0,0,West,2074.0,3764.75,13.0, Gravelled,3764.75,0
Other,Kathmandu,40000000,5,4,2.5,0,South,2074.0,2053.5,15.0, Gravelled,2053.5,8
Budhanilkantha,Kathmandu,2600000,0,0,3.0,0,North,2074.0,4791.5,13.0, Soil Stabilized,4791.5,0
Kapan,Kathmandu,10600000,2,1,1.0,1,South,2074.0,1026.75,10.0,None,1026.75,6
Budhanilkantha,Kathmandu,2200000,0,0,3.0,0,West,2074.0,8214.0,14.0,None,8214.0,0
Other,Kathmandu,20000000,0,0,3.0,0,South,2074.0,4791.5,20.0,None,4791.5,0
Budhanilkantha,Kathmandu,2250000,0,0,3.0,0,South,2074.0,6160.5,16.0,None,6160.5,0
Basundhara,Kathmandu,39000000,5,2,3.0,0,South,2074.0,1711.25,14.0,None,1711.25,5
Budhanilkantha,Kathmandu,39000000,4,4,2.0,3,South,2074.0,3422.5,13.0,None,3422.5,7
Other,Kathmandu,4700000,0,0,3.0,0,South,2074.0,3764.75,12.0,None,3764.75,0
Hattigauda,Kathmandu,2800000,0,0,3.0,0,East,2074.0,1369.0,15.0,None,1369.0,0
Budhanilkantha,Kathmandu,26000000,0,0,3.0,0,North East,2074.0,5700.5,16.0,None,5700.5,5
Other,Kathmandu,33000000,0,0,4.0,0,East,2074.0,2395.75,20.0,None,2395.75,5
Tokha,Kathmandu,2100000,0,0,3.0,0,East,2074.0,12647.25,0.0,None,12647.25,0
Bhangal,Kathmandu,24500000,0,0,3.0,0,South East,2074.0,1369.0,14.0,None,1369.0,6
Hattigauda,Kathmandu,61500000,0,0,3.0,0,South,2074.0,6160.5,15.0,None,6160.5,6
Other,Kathmandu,70000000,4,5,3.0,0,South,2074.0,3422.5,12.0,None,3700.0,8
Other,Kathmandu,1950000,0,0,3.0,0,South,2074.0,1369.0,15.0,None,1369.0,0
Budhanilkantha,Kathmandu,35000000,5,4,3.0,5,East,2076.0,2845.0,12.0, Blacktopped,3420.0,8
Other,Kathmandu,25000000,6,0,3.0,1,North East,2018.0,1369.0,16.0, Gravelled,2250.0,10
Other,Kathmandu,10500000,2,1,1.0,1,South West,2068.0,1095.2,12.0, Gravelled,1095.2,9
Kapan,Kathmandu,12500000,3,3,3.0,0,North,2074.0,1026.75,10.0, Gravelled,239575.0,9
Hattigauda,Kathmandu,3000000,0,0,3.0,0,East,2074.0,7187.25,13.0,None,7187.25,0
Other,Kathmandu,1500000,0,0,3.0,0,East,2074.0,1026.75,12.0, Blacktopped,1026.75,0
Other,Kathmandu,38000000,7,4,3.0,0,East,2074.0,2087.725,14.0,None,3400.0,5
Other,Kathmandu,550000,0,0,3.0,0,West,2074.0,150.0,15.0, Blacktopped,150.0,0
Other,Kathmandu,4500000,0,0,3.0,0,South East,2074.0,1369.0,26.24672,None,1369.0,0
Sitapaila,Kathmandu,29500000,4,3,3.0,0,South East,2074.0,2395.75,20.0,None,2395.75,6
Tokha,Kathmandu,14000000,6,0,3.0,0,North,2074.0,1369.0,12.0, Soil Stabilized,1369.0,6
Other,Kathmandu,43500000,0,0,3.0,0,West,2074.0,1317.6625,20.0,None,1317.6625,2
