Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Area,Road Width,Road Type,Build Area,Amenities
Budhanilkantha,Kathmandu,38000000,0,3,2.0,3,East,2076.0,3080.25,16.0, Blacktopped,3080.25,14
Other,Kathmandu,15200000,4,2,3.0,1,South,2074.0,1340.0,20.0, Blacktopped,1340.0,14
Other,Kathmandu,2650000,0,0,3.0,0,East,2074.0,1129.425,20.0, Gravelled,1129.425,0
Other,Kathmandu,27600000,7,6,3.0,1,East,2076.0,1369.0,13.0, Gravelled,1369.0,3
Budhanilkantha,Kathmandu,70000000,5,4,3.0,10,East,2074.0,7529.5,16.0, Blacktopped,7529.5,24
Other,Kathmandu,22500000,4,3,2.0,1,East,2076.0,1026.75,15.0, Blacktopped,1026.75,11
Other,Kathmandu,23500000,0,3,2.0,1,East,2076.0,1026.75,16.0, Blacktopped,1026.75,17
Budhanilkantha,Kathmandu,70000000,6,7,3.0,10,East,2068.0,7529.5,15.0, Blacktopped,7529.5,2
Baluwatar,Kathmandu,42500000,6,6,3.0,0,South East,2074.0,2053.5,15.0, Blacktopped,2053.5,2
Budhanilkantha,Kathmandu,18000000,5,5,3.0,1,North,2076.0,1060.975,13.0, Gravelled,1060.975,1
Bhangal,Kathmandu,27500000,6,6,3.0,2,East,2076.0,1369.0,14.0, Gravelled,1369.0,1
Other,Kathmandu,33000000,5,3,2.5,1,West,2074.0,1711.25,15.0, Blacktopped,1711.25,14
Other,Kathmandu,17500000,4,2,3.0,0,North East,2074.0,1711.25,20.0,None,1711.25,0
Other,Kathmandu,15500000,4,2,2.0,1,North East,2074.0,1369.0,0.0,None,1369.0,0
Other,Kathmandu,15500000,4,2,3.0,1,North East,2074.0,1369.0,20.0,None,1369.0,0
Budhanilkantha,Kathmandu,3200000,0,0,3.0,0,East,2074.0,3422.5,13.0, Blacktopped,3422.5,0
Other,Kathmandu,3000000,0,0,3.0,0,North,2074.0,1026.75,20.0, Blacktopped,1026.75,0
Budhanilkantha,Kathmandu,2300000,0,0,3.0,0,East,2074.0,1882.375,13.0,None,1882.375,0
Chabahil,Kathmandu,2000000,0,0,3.0,0,East,2074.0,1400.0,20.0, Blacktopped,1400.0,11
Other,Kathmandu,42000000,7,6,3.0,3,East,2076.0,2909.125,13.0, Gravelled,2909.125,7
Tokha,Kathmandu,2500000,0,0,3.0,0,North East,2074.0,5476.0,0.0,None,5476.0,0
Other,Kathmandu,4000000,0,0,3.0,0,East,2074.0,1711.25,13.0, Blacktopped,1711.25,0
Other,Kathmandu,3000000,0,0,3.0,0,North East,2074.0,5014.0,15.0,None,5014.0,0
Other,Kathmandu,3000000,0,0,3.0,0,South East,2074.0,1779.7,15.0, Blacktopped,1779.7,0
Budhanilkantha,Kathmandu,2500000,0,0,3.0,0,North East,2074.0,1369.0,15.0, Gravelled,1369.0,0
Basundhara,Kathmandu,85000000,7,8,3.0,4,East,2067.0,4791.5,14.0, Blacktopped,4791.5,15
Other,Kathmandu,13000000,0,0,3.0,0,South East,2074.0,3422.5,13.0, Gravelled,3422.5,0
Other,Kathmandu,1050000,0,0,3.0,0,South,2074.0,1369.0,13.0, Gravelled,1369.0,0
Budhanilkantha,Kathmandu,2600000,0,0,3.0,0,East,2074.0,1369.0,22.0, Blacktopped,1369.0,0
Kapan,Kathmandu,17000000,8,3,10.0,2,North,2074.0,1197.875,10.0, Soil Stabilized,1197.875,0
Other,Kathmandu,18500000,3,3,2.5,1,East,2075.0,1026.75,14.0, Gravelled,351148.5,13
Budhanilkantha,Kathmandu,3200000,0,0,3.0,0,East,2074.0,2395.75,13.0,None,2395.75,0
Kapan,Kathmandu,17000000,4,5,3.0,1,West,2076.0,1026.75,16.0, Gravelled,1026.75,1
Other,Kathmandu,32500000,8,6,3.0,1,South East,2076.0,1369.0,20.0, Blacktopped,1369.0,4
Budhanilkantha,Kathmandu,29800000,5,5,3.0,2,East,2076.0,1369.0,15.0, Paved,1369.0,8
Hattigauda,Kathmandu,33500000,5,5,3.0,1,North West,2076.0,1882.375,14.0, Gravelled,1882.375,6
Budhanilkantha,Kathmandu,29900000,7,6,3.0,2,South West,2019.0,1711.25,20.0, Blacktopped,2700.0,10
Basundhara,Kathmandu,49000000,6,6,3.0,2,South,2074.0,1813.925,14.0, Blacktopped,1813.925,0
Other,Kathmandu,29900000,5,3,2.5,1,South,2076.0,1026.75,10.0, Concrete,1026.75,13
Tokha,Kathmandu,21000000,6,6,3.0,1,East,2074.0,1026.75,13.0, Paved,1026.75,1
Hattigauda,Kathmandu,3500000,0,0,3.0,0,East,2074.0,6502.75,15.0, Blacktopped,6502.75,0
Tokha,Kathmandu,33500000,6,6,3.0,1,South East,2076.0,1369.0,14.0, Blacktopped,1369.0,4
Hattigauda,Kathmandu,28500000,5,5,3.0,1,North,2076.0,1369.0,15.0, Gravelled,1369.0,5
Basundhara,Kathmandu,50000000,5,5,3.0,3,East,2071.0,3764.75,16.0, Blacktopped,3764.75,4
Other,Kathmandu,35000000,5,5,3.0,2,East,2069.0,1711.25,20.0, Blacktopped,1711.25,6
Budhanilkantha,Kathmandu,49000000,5,5,3.0,2,West,2076.0,2909.125,13.0, Gravelled,2909.125,15
Other,Kathmandu,39000000,5,5,3.0,3,East,2070.0,2395.75,15.0, Blacktopped,2395.75,10
Other,Kathmandu,6500000,0,0,3.0,0,East,2074.0,10952.0,20.0, Blacktopped,10952.0,0
Tokha,Kathmandu,29000000,6,6,3.0,1,East,2074.0,1369.0,13.0, Blacktopped,1369.0,6
Budhanilkantha,Kathmandu,44500000,5,5,3.0,1,South,2076.0,1711.25,16.0, Blacktopped,1711.25,7
Other,Kathmandu,5500000,0,0,3.0,0,South,2074.0,1711.25,15.0, Blacktopped,1711.25,0
Golfutar,Kathmandu,3700000,0,0,3.0,0,East,2074.0,2738.0,16.0, Blacktopped,2738.0,0
Basundhara,Kathmandu,29800000,5,5,3.0,1,East,2074.0,1403.225,16.0, Blacktopped,1403.225,7
Baluwatar,Kathmandu,5700000,0,0,3.0,0,East,2074.0,5476.0,12.0, Blacktopped,5476.0,0
Other,Kathmandu,2000000,0,0,3.0,0,South East,2074.0,4674.75,12.0, Gravelled,4674.75,0
Other,Kathmandu,38700000,6,5,3.0,3,East,2076.0,1369.0,15.0, Blacktopped,1369.0,14
Other,Kathmandu,39000000,6,5,3.0,3,East,2019.0,1369.0,13.0, Blacktopped,2300.0,0
Other,Kathmandu,15000000,4,2,1.5,1,South,2072.0,12304.0,18.0, Concrete,12304.0,16
Other,Kathmandu,32500000,4,3,2.0,4,East,2074.0,1967.9375,11.0, Blacktopped,1967.9375,11
Chabahil,Kathmandu,4500000,0,0,3.0,0,East,2074.0,2053.5,15.0, Blacktopped,2053.5,0
Sitapaila,Kathmandu,21000000,6,5,2.5,1,East,2074.0,1369.0,14.0, Concrete,752950.0,14
Golfutar,Kathmandu,35000000,4,4,2.0,2,East,2074.0,2395.75,20.0, Gravelled,2395.75,24
Other,Kathmandu,60000000,5,4,2.0,2,East,2074.0,4791.5,16.0, Blacktopped,4791.5,21
Other,Kathmandu,75000000,0,4,2.0,0,East,2074.0,3764.75,18.0, Blacktopped,3764.75,20
Basundhara,Kathmandu,36500000,4,3,2.0,1,East,2076.0,1711.25,15.0, Gravelled,1711.25,20
Hattigauda,Kathmandu,37500000,4,3,2.0,1,South East,2074.0,1711.25,15.0, Blacktopped,1711.25,21
Baluwatar,Kathmandu,5700000,0,0,3.0,0,East,2074.0,5476.0,15.0, Blacktopped,5476.0,0
Tokha,Kathmandu,25000000,4,3,2.0,1,East,2076.0,1060.975,12.0, Gravelled,1060.975,20
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,South East,2074.0,2053.5,20.0, Blacktopped,2053.5,0
Budhanilkantha,Kathmandu,24000000,4,3,2.0,1,East,2076.0,1369.0,14.0, Blacktopped,1369.0,21
Basundhara,Kathmandu,35500000,4,3,3.0,1,East,2076.0,1625.6875,15.0, Gravelled,1625.6875,22
Other,Kathmandu,55000000,4,3,3.0,2,East,2074.0,1711.25,15.0, Blacktopped,1711.25,24
Hattigauda,Kathmandu,35500000,4,4,2.0,2,East,2074.0,1882.375,15.0, Blacktopped,1882.375,22
Tokha,Kathmandu,29500000,4,3,2.0,1,East,2076.0,1369.0,13.0, Blacktopped,1369.0,21
Kapan,Kathmandu,28000000,4,3,2.0,2,South East,2076.0,1540.125,14.0, Blacktopped,1540.125,18
Budhanilkantha,Kathmandu,45000000,4,4,3.0,3,East,2074.0,2395.75,16.0, Blacktopped,2395.75,22
Other,Kathmandu,80000000,0,4,3.0,0,East,2074.0,7187.25,16.0, Blacktopped,7187.25,21
Dhapasi,Kathmandu,35000000,4,4,2.0,2,East,2074.0,1711.25,15.0, Blacktopped,2500.0,21
Other,Kathmandu,57500000,4,4,2.0,4,South East,2074.0,4107.0,16.0, Blacktopped,4107.0,21
Golfutar,Kathmandu,55000000,4,4,2.0,3,South East,2074.0,3080.25,20.0, Blacktopped,3080.25,22
Other,Kathmandu,67500000,4,4,3.0,4,South East,2074.0,3080.25,20.0, Blacktopped,3080.25,22
Other,Kathmandu,55000000,4,3,2.0,3,South East,2074.0,2738.0,14.0, Blacktopped,2738.0,22
Samakhusi,Kathmandu,35000000,6,3,2.0,2,East,2076.0,1711.25,15.0, Blacktopped,1711.25,19
Budhanilkantha,Kathmandu,36000000,5,4,2.0,2,North East,2074.0,2053.5,15.0, Blacktopped,2053.5,22
Kapan,Kathmandu,26000000,4,3,2.0,2,North East,2076.0,1369.0,14.0, Blacktopped,1369.0,15
Golfutar,Kathmandu,47500000,5,4,2.0,3,South East,2074.0,3080.25,16.0, Blacktopped,3080.25,20
Kapan,Kathmandu,18200000,5,5,3.0,1,East,2076.0,1095.2,13.0, Blacktopped,1095.2,4
Kapan,Kathmandu,26000000,6,5,3.0,1,East,2076.0,1369.0,14.0, Blacktopped,1369.0,5
Other,Kathmandu,39000000,5,5,3.0,2,East,2070.0,2395.75,14.0, Paved,2395.75,6
Sitapaila,Kathmandu,2300000,0,0,3.0,0,East,2074.0,1745.475,12.0, Soil Stabilized,1745.475,0
Hattigauda,Kathmandu,33500000,5,5,3.0,2,North West,2076.0,1882.375,13.0, Gravelled,1882.375,8
Basundhara,Kathmandu,39900000,5,6,3.0,2,East,2069.0,2395.75,14.0, Blacktopped,2395.75,4
Other,Kathmandu,32500000,8,7,4.0,1,South East,2076.0,1369.0,20.0, Blacktopped,1369.0,3
Budhanilkantha,Kathmandu,29000000,5,5,3.0,2,South,2075.0,1711.25,14.0, Gravelled,1711.25,5
Tokha,Kathmandu,2600000,0,0,3.0,0,North East,2074.0,1369.0,15.0,None,1369.0,0
Budhanilkantha,Kathmandu,36000000,5,5,3.0,1,East,2070.0,2053.5,13.0, Blacktopped,2053.5,5
Golfutar,Kathmandu,47500000,4,5,3.0,3,East,2070.0,3080.25,15.0, Soil Stabilized,3080.25,10
Other,Kathmandu,28000000,0,0,3.0,0,East,2074.0,1369.0,12.0, Blacktopped,1369.0,5
Budhanilkantha,Kathmandu,4000000,0,0,3.0,0,North,2074.0,9583.0,210.0, Blacktopped,9583.0,0
Samakhusi,Kathmandu,23000000,6,5,3.0,1,North West,2076.0,1197.875,13.0, Gravelled,1197.875,3
Hattigauda,Kathmandu,24500000,6,5,3.0,1,North East,2076.0,1369.0,22.0, Gravelled,1369.0,4
Bhangal,Kathmandu,23800000,6,6,3.0,1,East,2076.0,1369.0,18.0, Blacktopped,1369.0,5
Other,Kathmandu,39000000,6,6,3.0,2,South,2076.0,2224.625,15.0, Soil Stabilized,2224.625,9
Budhanilkantha,Kathmandu,31000000,5,5,3.0,1,South West,2076.0,1540.125,14.0, Paved,1540.125,7
Tokha,Kathmandu,29000000,6,5,3.0,1,South,2076.0,1369.0,13.0, Gravelled,1369.0,3
Other,Kathmandu,25000000,6,5,3.0,1,South,2076.0,1197.875,13.0, Gravelled,1197.875,4
Other,Kathmandu,56000000,5,5,3.0,2,South,2071.0,2738.0,15.0, Blacktopped,2738.0,7
Other,Kathmandu,67500000,5,5,3.0,3,South East,2070.0,3080.25,20.0, Blacktopped,3080.25,14
Hattigauda,Kathmandu,4000000,0,0,3.0,0,East,2074.0,3764.75,13.0, Blacktopped,3764.75,0
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,East,2074.0,2053.5,15.0, Soil Stabilized,2053.5,0
Samakhusi,Kathmandu,37500000,6,6,3.0,1,East,2076.0,1283.4375,13.0, Blacktopped,1283.4375,2
Budhanilkantha,Kathmandu,4200000,0,0,3.0,0,East,2074.0,2738.0,13.0, Blacktopped,2738.0,0
Samakhusi,Kathmandu,35000000,6,5,3.0,1,East,2076.0,1625.6875,13.0, Blacktopped,1625.6875,5
Other,Kathmandu,850000,0,1,3.0,1,East,2005.0,500.0,82.021, Blacktopped,500.0,10
Other,Kathmandu,4500000,0,0,3.0,0,North East,2074.0,4107.0,15.0, Blacktopped,4107.0,0
Other,Kathmandu,22000000,0,0,3.0,0,East,2074.0,4671.75,20.0, Blacktopped,4671.75,0
Other,Kathmandu,22000000,11,3,2.5,1,South,2073.0,2053.5,11.0, Gravelled,2053.5,3
Other,Kathmandu,1950000,0,0,3.0,2,North West,2074.0,1060.975,12.0,None,1060.975,1
Other,Kathmandu,5750000,0,0,3.0,0,East,2074.0,14477.25,16.0, Soil Stabilized,14477.25,0
Other,Kathmandu,22000000,5,2,2.5,1,East,2076.0,11619.5,13.0, Paved,11619.5,6
Other,Kathmandu,2500000,0,0,3.0,0,East,2074.0,8659.0,13.0, Soil Stabilized,8659.0,0
Other,Kathmandu,17500000,5,4,3.0,1,North,2074.0,1060.975,15.0,None,1060.975,15
Other,Kathmandu,34000000,5,4,3.0,1,South,2074.0,2053.5,14.0,None,2053.5,8
Tokha,Kathmandu,21000000,4,3,2.0,1,East,2074.0,49835.0225,12.0,None,49835.0225,0
Tokha,Kathmandu,16000000,4,3,3.0,1,East,2076.0,1026.75,12.0, Paved,1026.75,4
Other,Kathmandu,11500000,2,1,1.0,1,North East,2073.0,1369.0,13.0, Blacktopped,1369.0,5
Other,Kathmandu,29000000,6,5,3.0,1,East,2076.0,1369.0,20.0, Gravelled,1369.0,2
Hattigauda,Kathmandu,45000000,6,6,3.0,3,East,2075.0,2909.125,13.0, Gravelled,2909.125,7
Golfutar,Kathmandu,36000000,4,5,3.0,3,West,2075.0,2395.75,30.0, Soil Stabilized,2395.75,9
Hattigauda,Kathmandu,35500000,5,5,3.0,2,North West,2075.0,1882.375,13.0, Gravelled,1882.375,8
Other,Kathmandu,6100000,0,0,3.0,0,North,2074.0,1027.75,16.0, Blacktopped,1027.75,0
Other,Kathmandu,24100000,3,3,3.0,0,South West,2068.0,941.1875,13.0, Paved,941.1875,6
Budhanilkantha,Kathmandu,40000000,5,5,3.0,3,East,2076.0,2566.875,20.0, Paved,2700.0,5
Other,Kathmandu,17000000,0,0,3.0,0,East,2074.0,1026.75,12.0,None,1026.75,3
Other,Kathmandu,26000000,4,3,2.5,0,North,2076.0,8316.75,13.0, Blacktopped,8316.75,3
Other,Kathmandu,4500000,0,0,3.0,0,South,2074.0,9001.25,12.0, Blacktopped,9001.25,0
Dhapasi,Kathmandu,25500000,5,6,3.0,1,East,2076.0,1197.875,13.0, Blacktopped,1197.875,1
Other,Kathmandu,68000000,5,5,3.0,4,East,2076.0,4107.0,15.0, Blacktopped,4107.0,14
Bhangal,Kathmandu,21500000,6,5,3.0,1,North East,2076.0,1197.875,20.0, Gravelled,1197.875,3
Other,Kathmandu,18200000,6,0,3.0,5,West,2076.0,1026.75,13.0, Gravelled,1026.75,1
Other,Kathmandu,80000000,4,4,3.0,4,East,2072.0,7187.25,14.0, Blacktopped,7187.25,13
Bhangal,Kathmandu,19900000,6,5,3.0,1,South West,2076.0,1060.975,12.0, Paved,1060.975,2
Dhapasi,Kathmandu,72000000,5,5,3.0,0,South West,2070.0,5818.25,15.0, Blacktopped,5818.25,0
Baluwatar,Kathmandu,60000000,5,5,3.0,0,North East,2076.0,2053.5,13.0, Blacktopped,2053.5,9
Budhanilkantha,Kathmandu,57500000,6,5,3.0,6,North West,2075.0,4107.0,15.0, Blacktopped,4107.0,16
Dhapasi,Kathmandu,66000000,5,5,3.0,4,South East,2071.0,4791.5,20.0, Blacktopped,4791.5,21
Other,Kathmandu,29900000,7,5,3.0,1,South West,2076.0,1369.0,13.0, Blacktopped,1369.0,8
Other,Kathmandu,29900000,7,7,3.0,1,South East,2076.0,1369.0,13.0, Blacktopped,1369.0,10
Dhapasi,Kathmandu,33500000,4,4,3.0,1,North East,2072.0,1711.25,20.0, Blacktopped,1711.25,9
Other,Kathmandu,2300000,0,0,3.0,0,East,2074.0,11961.75,12.0,None,11961.75,0
Other,Kathmandu,2250000,0,0,3.0,0,East,2074.0,1369.0,20.0, Concrete,1369.0,0
Other,Kathmandu,23000000,3,2,3.0,3,East,2074.0,19594.0,20.0,None,19594.0,13
Other,Kathmandu,20600000,5,3,3.0,1,North East,2076.0,1060.975,13.0, Soil Stabilized,1060.975,3
Other,Kathmandu,26000000,5,3,3.0,1,West,2015.0,1369.0,26.0, Blacktopped,1369.0,6
Dhapasi,Kathmandu,65000000,5,5,3.0,3,South,2076.0,2738.0,20.0, Blacktopped,2738.0,21
Budhanilkantha,Kathmandu,45000000,4,5,3.0,3,South East,2075.0,2395.75,15.0, Blacktopped,2395.75,5
Hattigauda,Kathmandu,3500000,0,0,3.0,0,South West,2074.0,1540.125,13.0, Gravelled,1540.125,0
Other,Kathmandu,600000,0,0,3.0,0,South East,2074.0,19850.5,18.0, Blacktopped,19850.5,0
Other,Kathmandu,28500000,8,3,3.0,1,North East,2073.0,1369.0,16.0, Blacktopped,1369.0,7
Other,Kathmandu,40000000,0,0,2.5,1,North,2076.0,1711.25,13.0, Blacktopped,1711.25,8
Other,Kathmandu,36000000,5,5,3.0,2,East,2074.0,1882.375,13.0, Blacktopped,1882.375,6
Sitapaila,Kathmandu,20500000,4,4,3.0,1,South,2074.0,1369.0,15.0, Gravelled,1369.0,2
Sitapaila,Kathmandu,18000000,4,4,3.0,1,North,2075.0,1060.975,13.0, Gravelled,1060.975,1
Budhanilkantha,Kathmandu,72000000,5,5,3.0,4,East,2075.0,4449.25,15.0, Blacktopped,4449.25,9
Tokha,Kathmandu,23000000,6,5,3.0,1,East,2075.0,1369.0,13.0, Blacktopped,1369.0,4
Other,Kathmandu,19900000,6,4,3.0,1,South East,2073.0,1060.975,13.0, Blacktopped,1060.975,1
Samakhusi,Kathmandu,40000000,7,8,4.0,2,East,2075.0,1369.0,14.0, Paved,1369.0,1
Bhangal,Kathmandu,21500000,5,5,3.0,1,South,2076.0,1197.875,13.0, Gravelled,1197.875,1
Other,Kathmandu,34500000,6,3,2.0,2,North East,2000.0,1369.0,0.0,None,1369.0,0
Basundhara,Kathmandu,70000000,4,4,2.0,4,West,2064.0,5476.0,14.0, Blacktopped,5476.0,4
Other,Kathmandu,55000000,0,0,3.0,0,East,2074.0,2121.95,32.8084, Gravelled,2121.95,0
Budhanilkantha,Kathmandu,65000000,5,5,3.0,4,South,2069.0,5133.75,14.0, Blacktopped,5133.75,3
Other,Kathmandu,62000000,7,7,3.0,3,East,2074.0,2738.0,13.0, Blacktopped,2738.0,5
Chabahil,Kathmandu,5800000,0,2,2.0,2,North,2060.0,3422.5,18.0, Paved,3422.5,11
Other,Kathmandu,25500000,0,0,3.5,0,North,2070.0,8659.0,13.0, Blacktopped,8659.0,9
Other,Kathmandu,13500000,0,0,3.0,1,South East,2074.0,7974.5,12.0, Blacktopped,7974.5,0
Other,Kathmandu,20000000,0,0,0.0,2,East,2076.0,1026.75,14.0, Gravelled,1026.75,3
Budhanilkantha,Kathmandu,67500000,4,4,2.0,2,East,2074.0,4791.5,15.0, Blacktopped,4791.5,20
Budhanilkantha,Kathmandu,32500000,4,4,2.0,2,East,2076.0,1882.375,15.0, Gravelled,1882.375,15
Golfutar,Kathmandu,35000000,4,4,2.0,2,East,2073.0,2395.75,15.0, Gravelled,2395.75,18
Budhanilkantha,Kathmandu,31000000,4,4,2.0,1,East,2076.0,1437.45,14.0, Blacktopped,1437.45,15
Other,Kathmandu,32500000,4,4,2.0,1,East,2076.0,1129.425,18.0, Blacktopped,1129.425,12
Other,Kathmandu,20000000,4,4,3.0,1,East,2074.0,1060.975,15.0, Blacktopped,1060.975,6
Other,Kathmandu,35000000,2,3,3.0,4,East,2074.0,1540.125,15.0, Blacktopped,1540.125,11
Golfutar,Kathmandu,32500000,4,3,3.0,1,East,2074.0,1369.0,30.0, Blacktopped,1369.0,14
Budhanilkantha,Kathmandu,22000000,10,0,3.0,0,North,2074.0,1711.25,15.0, Blacktopped,1711.25,0
Budhanilkantha,Kathmandu,35000000,4,4,3.0,2,East,2076.0,2053.5,33.0, Blacktopped,2053.5,10
Tokha,Kathmandu,26000000,0,0,3.0,1,East,2076.0,1369.0,12.0, Gravelled,1369.0,6
Other,Kathmandu,26500000,0,0,3.0,1,South East,2074.0,1369.0,14.0, Blacktopped,1369.0,10
Other,Kathmandu,11500000,0,0,3.0,0,East,2074.0,8316.75,13.0, Blacktopped,8316.75,0
Other,Kathmandu,60000000,0,0,4.0,0,South,2074.0,1745.475,0.0,None,1745.475,0
Other,Kathmandu,37000000,7,6,4.0,1,South,2016.0,1711.25,16.0, Blacktopped,3525.0,10
Other,Kathmandu,1200000,0,0,3.0,0,North,2074.0,2738.0,20.0, Gravelled,2738.0,0
Other,Kathmandu,900000,0,0,3.0,0,South,2074.0,1026.75,10.0, Paved,1026.75,0
Other,Kathmandu,27500000,7,0,3.0,2,East,2019.0,1540.125,13.0, Blacktopped,1540.125,1
Golfutar,Kathmandu,18000000,6,4,3.0,2,East,2019.0,1026.75,13.0, Gravelled,1026.75,1
Other,Kathmandu,32000000,8,4,3.0,1,North,2074.0,4671.75,0.0,None,4671.75,13
Other,Kathmandu,35000000,4,4,4.0,1,East,2019.0,1369.0,22.0, Blacktopped,1369.0,14
Kapan,Kathmandu,18200000,0,0,3.0,0,East,2074.0,1026.75,13.0, Blacktopped,1026.75,0
Other,Kathmandu,13500000,4,3,3.0,1,South East,2019.0,855.625,13.0, Gravelled,855.625,3
Other,Kathmandu,5700000,0,0,3.0,0,West,2074.0,12988.5,24.0, Gravelled,12988.5,0
Other,Kathmandu,2000000,0,0,3.0,0,West,2074.0,1026.75,13.0, Soil Stabilized,1026.75,0
Other,Kathmandu,1150000,0,0,3.0,0,East,2074.0,2738.0,13.0, Soil Stabilized,2738.0,0
Kapan,Kathmandu,32500000,6,5,3.0,5,East,2076.0,2395.75,12.0, Blacktopped,2395.75,9
Other,Kathmandu,1050000,0,0,3.0,0,South,2074.0,9685.75,13.0, Blacktopped,9685.75,0
Other,Kathmandu,18000000,0,3,3.0,1,East,2074.0,4672.75,9.0, Paved,4672.75,5
Other,Kathmandu,3000000,0,0,0.0,0,North,2074.0,8779.75,10.0, Soil Stabilized,8779.75,0
Other,Kathmandu,20000000,0,0,0.0,0,South West,2074.0,10712.5,30.0, Blacktopped,10712.5,0
Other,Kathmandu,1900000,0,0,3.0,0,West,2074.0,1711.25,12.0, Soil Stabilized,1711.25,0
Budhanilkantha,Kathmandu,45000000,0,0,3.0,0,South,2074.0,2738.0,15.0, Soil Stabilized,2738.0,0
Budhanilkantha,Kathmandu,49500000,0,0,3.0,0,South,2074.0,3080.25,15.0, Blacktopped,3080.25,12
Other,Kathmandu,70000000,4,3,3.0,4,East,2049.0,10370.25,20.0, Blacktopped,10370.25,0
Other,Kathmandu,4300000,0,0,3.0,0,North,2074.0,3080.25,9.0, Paved,3080.25,0
Other,Kathmandu,27800000,6,3,3.0,2,East,2019.0,1711.25,13.0, Gravelled,1711.25,1
Golfutar,Kathmandu,3800000,0,0,3.0,0,West,2074.0,27380.0,20.0, Blacktopped,27380.0,0
Other,Kathmandu,60000000,6,3,3.0,4,South,2050.0,20963.0,20.0, Blacktopped,20963.0,0
Other,Kathmandu,4000000,0,0,3.0,0,North East,2074.0,12306.0,20.0, Blacktopped,12306.0,0
Budhanilkantha,Kathmandu,65000000,5,5,3.0,3,South East,2075.0,5133.75,13.0, Soil Stabilized,5133.75,9
Golfutar,Kathmandu,56000000,6,6,3.0,3,East,2074.0,3422.5,20.0, Soil Stabilized,3600.0,8
Budhanilkantha,Kathmandu,44500000,6,5,3.0,3,South East,2076.0,2772.225,15.0, Blacktopped,2772.225,8
Hattigauda,Kathmandu,85000000,5,5,3.0,3,East,2074.0,5818.25,13.0, Soil Stabilized,5818.25,9
Other,Kathmandu,38000000,0,0,3.0,0,East,2074.0,2738.0,13.0, Blacktopped,2738.0,0
Other,Kathmandu,2000000,0,0,3.0,0,West,2074.0,2395.75,16.0, Paved,2395.75,0
Other,Kathmandu,1375000,0,0,3.0,0,West,2074.0,1369.0,13.0, Gravelled,1369.0,0
Other,Kathmandu,1450000,0,0,3.0,0,East,2074.0,1369.0,13.0, Blacktopped,1369.0,0
Other,Kathmandu,19000000,8,0,3.0,0,South,2074.0,1028.75,10.0, Blacktopped,1028.75,10
Other,Kathmandu,1700000,0,0,3.0,0,West,2074.0,9343.5,14.0, Concrete,9343.5,0
Other,Kathmandu,7500000,3,1,1.0,0,North,2074.0,7974.5,4.0, Soil Stabilized,7974.5,0
Budhanilkantha,Kathmandu,47500000,5,4,3.0,2,East,2070.0,2738.0,20.0, Blacktopped,2738.0,0
Dhapasi,Kathmandu,25000000,3,3,3.0,1,South,2074.0,1369.0,20.0, Blacktopped,2300.0,0
Other,Kathmandu,1300000,0,0,3.0,0,West,2074.0,400.0,15.0, Blacktopped,400.0,0
Other,Kathmandu,50000000,7,4,2.0,1,South East,2076.0,2395.75,10.0, Concrete,2395.75,13
Other,Kathmandu,25000000,7,5,4.0,1,North,2019.0,1026.75,13.0, Gravelled,1026.75,11
Other,Kathmandu,16500000,0,0,2.0,0,South East,2076.0,1027.75,14.0, Blacktopped,1027.75,8
Other,Kathmandu,46000000,5,4,3.0,2,South West,2074.0,2395.75,13.0, Blacktopped,3000.0,5
Other,Kathmandu,3300000,0,0,3.0,0,North,2074.0,9001.25,26.24672,None,9001.25,0
Other,Kathmandu,7000000,0,0,3.0,0,North,2074.0,1369.0,20.0, Blacktopped,1369.0,0
Other,Kathmandu,28000000,2,4,3.0,3,South,2074.0,1711.25,13.0, Gravelled,1711.25,0
Other,Kathmandu,35000000,0,0,3.0,0,North,2074.0,19251.75,13.0, Blacktopped,19251.75,0
Other,Kathmandu,49000000,0,0,3.0,0,South,2074.0,8659.0,12.0, Blacktopped,8659.0,0
Bhangal,Kathmandu,21500000,5,5,3.0,1,East,2076.0,1197.875,13.0, Gravelled,1197.875,0
Tokha,Kathmandu,3900000,0,0,3.0,0,East,2074.0,2738.0,15.0, Blacktopped,2738.0,0
Golfutar,Kathmandu,6700000,0,0,3.0,0,West,2074.0,1369.0,33.0,None,1369.0,0
Budhanilkantha,Kathmandu,25500000,7,5,3.0,1,East,2076.0,1711.25,20.0, Gravelled,2600.0,3
Budhanilkantha,Kathmandu,4200000,0,0,3.0,0,East,2074.0,2738.0,15.0, Blacktopped,2738.0,0
Other,Kathmandu,16500000,8,0,3.0,0,North,2074.0,1027.75,13.0, Gravelled,1027.75,0
Bhangal,Kathmandu,22000000,11,0,3.0,0,West,2074.0,19251.75,13.0, Gravelled,19251.75,0
Budhanilkantha,Kathmandu,2200000,0,0,3.0,0,West,2074.0,10370.25,18.0, Blacktopped,10370.25,0
Other,Kathmandu,70000000,5,7,2.0,3,East,2074.0,4107.0,14.0, Blacktopped,4107.0,17
Other,Kathmandu,39500000,5,6,3.0,5,North,2074.0,12646.25,20.0, Blacktopped,12646.25,13
