,Address,City,Bedroom,Bathroom,Parking,Face,Views,Area,Road Width,Road Type
1288, Banasthali,Kathmandu,0,0,0,West,802.0,110204.5,13.0, Gravelled
1289, Budhanilkantha,Kathmandu,0,0,0,East,627.0,10952.0,14.0, Blacktopped
1290, Budhanilkantha,Kathmandu,0,0,0,South,289.0,1369.0,15.0, Gravelled
1291, Lamatar,Lalitpur,0,0,0,West,272.0,1711.25,12.0, Soil Stabilized
1292, Lamatar,Lalitpur,0,0,0,West,188.0,2738.0,14.0, Gravelled
1293, Pokhara,Pokhara,2,1,0,North,821.0,1369.0,16.0, Gravelled
1294,Ktm-13,Kathmandu,0,0,0,West,405.0,182419.25,14.0, Paved
1295, Bhangal,Kathmandu,6,6,1,North West,292.0,1369.0,15.0, Blacktopped
1296, Bhangal,Kathmandu,6,6,1,South East,318.0,1369.0,14.0, Blacktopped
1297, Imadol,Lalitpur,5,3,3,East,384.0,102675.0,13.0, Blacktopped
1298, Ekantakuna,Lalitpur,0,0,0,West,302.0,3764.75,10.0, Gravelled
1299, Lalitpur,Lalitpur,0,0,0,East,354.0,171125.0,20.0, Blacktopped
1300, Satungal,Kathmandu,0,0,0,North,310.0,277222.5,15.0, Blacktopped
1301, Forcepark,Kathmandu,0,0,0,North,270.0,1369.0,13.0, Gravelled
1302, Harisiddhi,Lalitpur,0,0,0,East,1800.0,1026.75,13.0, Gravelled
1303, Mahanagriye Police Chauki.,Kathmandu,3,0,0,West,381.0,1369.0,15.0, Blacktopped
1304, Sanepa,Lalitpur,0,0,0,West,914.0,1711.25,4.0, Soil Stabilized
1305, Grandy Hospital,Kathmandu,5,3,0,South,559.0,1369.0,26.0, Gravelled
1306, Jorpati,Kathmandu,0,0,0,South,449.0,1369.0,15.0, Blacktopped
1307, Budhanilkantha,Kathmandu,0,0,0,South,676.0,109520.0,24.0, Gravelled
1308, Laxmi Bank,Kathmandu,11,3,0,North,282.0,1369.0,13.0, Blacktopped
1309, Budhanilkantha,Kathmandu,0,0,0,South,396.0,1369.0,13.0, Gravelled
1310, Harisiddhi Buspark Chowk,Lalitpur,0,0,0,East,402.0,11294.25,13.0,
1311, Dhungedhara,Kathmandu,7,4,0,West,269.0,11294.25,12.0,
1312, Baneshwor,Kathmandu,0,0,0,West,645.0,1369.0,13.0, Blacktopped
1313, Malepatan,Pokhara,0,0,0,West,377.0,1369.0,15.0, Soil Stabilized
1314, Bhaktapur,Bhaktapur,0,0,0,East,499.0,5476.0,12.0, Blacktopped
1315, Bhaisepati,Lalitpur,3,5,1,South West,864.0,143745.0,18.0, Blacktopped
1316, Bhaktapur,Bhaktapur,0,0,0,East,271.0,6160.5,14.0, Blacktopped
1317, Budhanilkantha,Kathmandu,0,0,0,North East,374.0,2738.0,20.0, Blacktopped
1318, Budhanilkantha,Kathmandu,4,6,4,East,1100.0,3422.5,15.0, Blacktopped
1319, Basundhara,Kathmandu,6,6,2,South,277.0,2053.5,15.0, Blacktopped
1320, Hattigauda,Kathmandu,5,5,1,East,444.0,1369.0,30.0, Gravelled
1321, Basundhara,Kathmandu,6,6,2,South West,1400.0,2738.0,15.0, Blacktopped
1322, Hattigauda,Kathmandu,0,0,3,South West,642.0,22246.25,18.0, Blacktopped
1323, Bijay Chowk,Kathmandu,0,0,0,South,471.0,353202.0,12.0, Blacktopped
1324, Near Open University Manbhawan,Lalitpur,0,0,0,East,484.0,1369.0,21.0, Blacktopped
1325, Russian Embassy,Kathmandu,5,0,0,South,4200.0,1369.0,15.0, Blacktopped
1326, Boudha,Kathmandu,0,0,0,West,284.0,1369.0,15.0, Blacktopped
1327, Nakhipot,Lalitpur,0,0,0,South,562.0,171125.0,20.0, Blacktopped
1328, Maharajgunj,Kathmandu,0,0,0,East,452.0,136900.0,20.0, Blacktopped
1329, Mid Baneshwor,Kathmandu,0,0,0,West,822.0,1369.0,20.0, Blacktopped
1330, Jorpati,Kathmandu,4,3,1,East,547.0,1369.0,12.0, Blacktopped
1331, Joranku,Kathmandu,5,3,0,West,403.0,102675.0,8.0, Soil Stabilized
1332, Dhapasi,Kathmandu,3,2,1,South West,600.0,1369.0,0.0, Blacktopped
1333, Baluwatar,Kathmandu,3,3,0,East,652.0,2053.5,12.0, Blacktopped
1334, Tandi,Chitwan,0,0,0,East,350.0,1369.0,26.24672, Gravelled
1335, Tokha,Kathmandu,0,0,0,South,426.0,154012.5,10.0, Soil Stabilized
1336, Basundhara,Kathmandu,0,0,0,East,448.0,106097.5,15.0, Blacktopped
1337, Goldhunga,Kathmandu,0,0,0,North,502.0,75295.0,15.0, Soil Stabilized
1338, Sukedhara,Kathmandu,0,0,0,North,318.0,1369.0,20.0, Blacktopped
1339, Bhaktapur,Bhaktapur,0,0,0,West,589.0,1369.0,13.0, Gravelled
1340, Boudha,Kathmandu,0,0,0,North,291.0,1369.0,20.0, Blacktopped
1341, Putalisadak,Kathmandu,0,0,0,West,240.0,1369.0,15.0, Blacktopped
1342, Chabahil,Kathmandu,0,0,0,West,228.0,1369.0,15.0, Blacktopped
1343, 4th floor,Kathmandu,0,0,0,North,199.0,1369.0,20.0, Blacktopped
1344, Satdobato,Lalitpur,0,0,0,North,185.0,1369.0,20.0, Blacktopped
1345, Jorpati,Kathmandu,0,0,0,North,246.0,1369.0,15.0, Gravelled
1346, Newroad,Kathmandu,0,0,0,West,274.0,1369.0,15.0, Blacktopped
1347, Rarahill School,Kathmandu,0,0,0,West,396.0,1711.25,12.0, Gravelled
1348, Gurujudhara,Kathmandu,2,1,0,West,542.0,106097.5,10.0, Gravelled
1349, Shyam Chowk,Dharan,0,0,0,East,523.0,3645.0,20.0, Gravelled
1350, Bafal,Kathmandu,0,0,0,South,412.0,85562.5,18.0, Gravelled
1351, Tilottama,Rupandehi,0,0,0,West,405.0,1369.0,20.0, Gravelled
1352, Pokhara,Pokhara,0,0,0,West,470.0,1369.0,15.0, Gravelled
1353, Chardobato,Bhaktapur,0,0,0,South,301.0,107124.25,36.0, Blacktopped
1354, Bharatpur,Chitwan,3,3,3,South,459.0,1822.5,19.68504, Blacktopped
1355, Sanepa,Lalitpur,10,10,0,South,3200.0,5818.25,20.0, Blacktopped
1356, Dhapasi,Kathmandu,0,0,0,East,1600.0,85562.5,13.0, Soil Stabilized
1357, Nakkhu,Lalitpur,4,5,1,North,593.0,102675.0,13.0, Soil Stabilized
1358, Dhapasi,Kathmandu,0,0,0,East,402.0,1711.25,13.0, Gravelled
1359, Jorpati,Kathmandu,0,0,0,West,561.0,181392.5,10.0, Soil Stabilized
1360, Baluwatar,Kathmandu,0,0,0,South West,899.0,2738.0,13.0, Blacktopped
1361, Nakkhu,Lalitpur,0,0,2,North,339.0,174547.5,13.0, Soil Stabilized
1362, JCB Karkhana,Lalitpur,0,0,0,East,13100.0,7187.25,12.0, Blacktopped
1363, Daha Chowk,Kathmandu,0,0,0,South West,500.0,1369.0,16.0, Blacktopped
1364, Balaju,Kathmandu,6,3,1,North East,327.0,10952.0,0.0,
1365, Godawari,Lalitpur,4,3,1,East,541.0,1369.0,15.0, Concrete
1366, Sipadol,Bhaktapur,0,0,0,East,465.0,1369.0,8.0, Blacktopped
1367, Budhanilkantha,Kathmandu,4,4,2,North East,740.0,1711.25,15.0, Blacktopped
1368, Lamatar,Lalitpur,0,0,0,East,253.0,22246.25,13.0, Gravelled
1369, Hetauda,Makwanpur,4,3,1,South,439.0,1640.25,19.68504, Gravelled
1370, Sukedhara,Kathmandu,6,3,2,North,288.0,1026.75,14.0, Blacktopped
1371, Kusunti,Lalitpur,0,0,0,East,193.0,3764.75,26.0,
1372, Tikathali,Lalitpur,6,3,1,East,344.0,1752320.0,12.0, Blacktopped
1373, Bharatpur,Chitwan,11,6,3,North,362.0,1822.5,20.0, Blacktopped
1374, Budhanilkantha,Kathmandu,3,4,1,East,1500.0,113969.25,20.0, Blacktopped
1375, Butwal,Butwal,0,0,0,East,5500.0,1822.5,12.0, Blacktopped
1376, Madhyapur Thimi,Bhaktapur,0,0,0,West,384.0,2053.5,13.0, Blacktopped
1377, Budhanilkantha,Kathmandu,0,0,0,East,324.0,3080.25,15.0, Soil Stabilized
1378, Lazimpat,Kathmandu,10,5,5,South,472.0,2738.0,15.0, Gravelled
1379, Budhanilkantha,Kathmandu,0,0,0,West,392.0,3764.75,13.0, Gravelled
1380, Sukedhara,Kathmandu,5,4,0,South,449.0,2053.5,15.0, Gravelled
1381, Budhanilkantha,Kathmandu,0,0,0,North,285.0,4791.5,13.0, Soil Stabilized
1382, Dhapakhel,Lalitpur,0,0,0,South,422.0,102675.0,13.0, Blacktopped
1383, Budanilkantha-11,Kathmandu,2,1,1,South,783.0,1026.75,10.0,
1384, Baneshwor,Kathmandu,0,0,0,East,329.0,1026.75,0.0,
1385, Pepsicola,Kathmandu,0,0,0,East,1100.0,4791.5,20.0,
1386, Fikal,Illam,0,0,0,South,206.0,2305396.0,16.0, Blacktopped
1387, Kawasoti,Nawalparasi,0,0,0,North,508.0,21870.0,19.68504, Gravelled
1388, Bhaisepati,Lalitpur,4,5,1,East,2900.0,1369.0,15.0, Gravelled
1389, Dhapakhel,Lalitpur,0,0,0,South,488.0,1369.0,12.0,
1390, Budhanilkantha,Kathmandu,0,0,0,West,264.0,8214.0,14.0,
1391, Panipokhari,Kathmandu,0,0,2,West,372.0,1369.0,13.0,
1392, Durbar Marg,Kathmandu,0,0,0,South,379.0,4791.5,20.0,
1393, Budhanilkantha,Kathmandu,0,0,0,South,369.0,6160.5,16.0,
1394, Bhaisepati,Lalitpur,0,0,0,South,382.0,181734.75,13.0,
1395, Sanepa,Lalitpur,0,0,0,South,810.0,5818.25,20.0,
1396, Fusre Camp,Dharan,0,0,0,West,1000.0,3645.0,30.0, Blacktopped
1397, Duwakot,Bhaktapur,0,0,0,South,249.0,2354680.0,12.0, Soil Stabilized
1398, Guheshwori,Kathmandu,0,0,1,West,455.0,1369.0,30.0, Paved
1399, Basundhara,Kathmandu,5,2,0,South,302.0,1711.25,14.0,
1400, Budhanilkantha,Kathmandu,4,4,3,South,646.0,3422.5,13.0,
1401, Tripureshwor,Kathmandu,0,0,0,South,319.0,3764.75,12.0,
1402, Lazimpat,Kathmandu,3,3,0,South East,860.0,1369.0,20.0,
1403, Hattigauda,Kathmandu,0,0,0,East,352.0,1369.0,15.0,
1404, Budhanilkantha,Kathmandu,0,0,0,North East,535.0,209457.0,16.0,
1405, Changunarayan,Bhaktapur,0,0,0,East,332.0,4791.5,13.0,
1406, Jhamsikhel,Lalitpur,2,2,0,East,488.0,1369.0,13.0,
1407, Dhapakhel,Lalitpur,6,4,2,South,437.0,1369.0,20.0, Blacktopped
1408, Boudha,Kathmandu,0,0,0,East,360.0,2395.75,20.0,
1409, Tokha,Kathmandu,0,0,0,East,354.0,181734.75,0.0,
1410, Kupondole,Lalitpur,0,0,0,East,409.0,2738.0,13.0,
1411, Baluwatar,Kathmandu,7,5,5,South,406.0,2738.0,13.0,
1412, Bhangal,Kathmandu,0,0,0,South East,782.0,1369.0,14.0,
1413, Hattigauda,Kathmandu,0,0,0,South,1200.0,6160.5,15.0,
1414, Banasthali,Kathmandu,4,5,0,South,345.0,3422.5,12.0,
1415, Tripureshwor,Kathmandu,0,0,0,North,296.0,2738.0,20.0,
1416, Kupondole,Lalitpur,9,4,0,South West,423.0,6133120.0,9.0,
1417, Panauti,Kavre,7,3,0,East,314.0,1026.75,24.0,
1418, Gongabu,Kathmandu,9,3,0,North,455.0,1369.0,12.0,
1419, Sallaghari,Bhaktapur,0,0,0,North East,433.0,205350.0,0.0, Soil Stabilized
1420, Mahankal,Kathmandu,0,0,0,South,286.0,2190400.0,15.0,
1421, Kuleshwor,Kathmandu,2,1,1,South,790.0,1369.0,20.0, Blacktopped
1422, Budhanilkantha,Kathmandu,5,4,5,East,257.0,1369.0,12.0, Blacktopped
1423, Madhyapur Thimi,Bhaktapur,0,0,0,South West,390.0,1369.0,13.0, Gravelled
1424, Baluwatar,Kathmandu,6,3,8,East,374.0,5476.0,12.0, Blacktopped
1425, Baniyatar,Kathmandu,0,0,0,East,295.0,164280.0,10.0, Gravelled
1426, Banasthali,Kathmandu,6,0,1,North East,483.0,1369.0,16.0, Gravelled
1427, Tikathali,Lalitpur,0,0,1,North,331.0,1369.0,13.0, Gravelled
1428, Kausaltar,Bhaktapur,1,1,0,East,1000.0,6845.0,20.0, Blacktopped
1429, Kalaiya,Bara,0,0,0,West,349.0,18225.0,10.0, Soil Stabilized
1430, Makalbari,Kathmandu,2,1,1,South West,1300.0,10952.0,12.0, Gravelled
1431, Kapan,Kathmandu,3,3,0,North,4100.0,1026.75,10.0, Gravelled
1432, Kumaripati,Lalitpur,3,0,0,North,887.0,1369.0,13.0,
1433, Bafal,Kathmandu,0,2,0,East,582.0,7529.5,12.0,
1434, Godawari,Lalitpur,0,0,0,East,406.0,273800.0,22.0, Gravelled
1435, Hattigauda,Kathmandu,0,0,0,East,351.0,7187.25,13.0,
1436, Budhanilkantha,Kathmandu,42,0,0,South,331.0,2395.75,22.0, Blacktopped
1437, Patandokha,Lalitpur,4,2,0,South East,366.0,2395.75,20.0,
1438, Kuleshwor,Kathmandu,5,4,0,South East,254.0,5476.0,15.0,
1439, Godawari,Lalitpur,0,0,0,West,402.0,219040.0,20.0, Blacktopped
1440, Naxal,Kathmandu,5,4,0,East,395.0,8556.25,13.0,
1441, Nakkhu,Lalitpur,0,0,0,South,497.0,1026.75,13.0,
1442, Bakhundol,Lalitpur,0,0,0,South East,248.0,2395.75,13.0,
1443, Duwakot,Bhaktapur,0,0,0,South East,344.0,49284.0,16.0, Blacktopped
1444, Kupondole,Lalitpur,0,0,0,South East,349.0,3422.5,13.0,
1445, Baluwatar,Kathmandu,0,0,0,North,256.0,3422.5,15.0,
1446, Sanepa,Lalitpur,0,0,0,South,327.0,3080.25,13.0,
1447, Pasikot,Kathmandu,6,4,0,East,337.0,5818.25,15.0,
1448, Bhaisepati,Lalitpur,3,3,0,South East,259.0,1369.0,18.0,
1449, Chandragiri,Kathmandu,0,0,0,East,262.0,1642800.0,12.0, Blacktopped
1450, Khumaltar,Lalitpur,6,5,0,South,1900.0,1369.0,14.0,
1451, Bhaisepati,Lalitpur,3,0,0,East,1800.0,8214.0,20.0, Soil Stabilized
1452, Kalanki,Kathmandu,7,4,0,East,451.0,20877.25,14.0,
1453, Bhaisepati,Lalitpur,4,6,0,South,734.0,5476.0,14.0,
1454, Dallu,Kathmandu,0,0,0,West,231.0,1369.0,15.0, Blacktopped
1455, Sankhamul,Kathmandu,0,0,0,South East,286.0,1369.0,26.24672,
1456, Kalanki,Kathmandu,0,0,3,South,385.0,1369.0,20.0,
1457, Sitapaila,Kathmandu,4,3,0,South East,742.0,2395.75,20.0,
1458, Sanepa,Lalitpur,0,0,0,North,422.0,11978.75,10.0,
1459, Grandy,Kathmandu,6,0,0,North,504.0,1369.0,12.0, Soil Stabilized
1460, Panipokhari,Kathmandu,3,3,0,East,352.0,1369.0,20.0,
1461, Budhanilkantha,Kathmandu,5,0,0,North,507.0,1369.0,15.0, Blacktopped
1462, Imadol,Lalitpur,5,5,0,East,343.0,7871.75,14.0,
1463, Hattisar,Kathmandu,0,0,0,West,301.0,131766.25,20.0,
1464, Hattiban,Lalitpur,0,0,0,South,341.0,24299.75,20.0,
1465, Jhamsikhel,Lalitpur,17,5,0,West,256.0,5476.0,14.0,
1466, Jhamsikhel,Lalitpur,5,4,0,South East,224.0,1369.0,20.0,
1467, Boudha,Kathmandu,10,3,0,South,335.0,106097.5,20.0,
1468, Bhaswar Marg,Biratnagar,0,0,0,West,256.0,1369.0,20.0, Gravelled
1469, Bhaisepati,Lalitpur,5,3,0,South East,246.0,2738.0,13.0,
1470, Civil Homes,Lalitpur,3,2,1,West,838.0,2053.5,18.0, Blacktopped
1471, Dhumbarahi,Kathmandu,5,5,3,South,511.0,239575.0,12.0, Soil Stabilized
1472, Dadikot,Bhaktapur,12,4,0,South East,228.0,1369.0,20.0,
1473, Naghdaha,Lalitpur,0,0,0,North,205.0,5476.0,20.0,
1474, Thamel,Kathmandu,0,0,0,North,343.0,1369.0,15.0, Blacktopped
1475, Bhaisepati,Lalitpur,4,3,0,East,317.0,1711.25,13.0,
1476, Mangal Bazar,Lalitpur,0,0,0,North,246.0,1369.0,15.0, Blacktopped
1477, Imadol,Lalitpur,0,0,0,South,334.0,182077.0,12.0,
1478, Sitapaila,Kathmandu,3,4,0,South,506.0,11978.75,13.0,
1479, Sukedhara,Kathmandu,9,4,0,East,327.0,21561.75,12.0,
1480, Basundhara,Kathmandu,7,6,0,South West,220.0,4791.5,20.0,
1481, Grandy Hospital,Kathmandu,2,1,0,North,537.0,1026.75,13.0, Gravelled
1482, Lazimpat,Kathmandu,9,7,0,North,926.0,1711.25,13.0,
1483, Koteshwor,Kathmandu,0,0,0,East,347.0,18481.5,29.52756, Gravelled
1484, Koteshwor,Kathmandu,0,0,0,East,444.0,1369.0,12.0,
1485, Bhaswar Marg,Biratnagar,0,0,0,East,277.0,1369.0,40.0, Gravelled
1486, Chandol,Kathmandu,4,4,1,West,441.0,136900.0,20.0,
1487, Sukedhara,Kathmandu,0,0,0,North,408.0,6502.75,20.0,
1488, Dhulikhel,Kavre,0,0,0,East,272.0,61331200.0,14.0,
1489, New Baneshwor,Kathmandu,0,2,1,South,684.0,188237.5,14.0,
1490, Kapan,Kathmandu,0,0,0,South,237.0,1369.0,13.0, Gravelled
1491, Chauthe,Pokhara,0,0,0,South,341.0,1369.0,20.0, Soil Stabilized
1492, Budhanilkantha,Kathmandu,0,0,0,South West,385.0,32513.75,10.0, Gravelled
1493, Maharajgunj,Kathmandu,0,0,0,North,295.0,2395.75,20.0, Blacktopped
1494, Basundhara,Kathmandu,2,3,0,North,313.0,1711.25,14.0, Blacktopped
1495, Budhanilkantha,Kathmandu,0,0,0,South,275.0,4107.0,15.0, Gravelled
1496, Bhangal,Kathmandu,4,3,1,South,261.0,1369.0,26.0, Paved
1497, Basundhara,Kathmandu,3,3,5,West,408.0,27380.0,20.0, Blacktopped
1498, Bhaswar Marg,Biratnagar,0,0,0,East,521.0,3098.25,20.0, Gravelled
1499, Budhanilkantha,Kathmandu,0,0,0,South East,465.0,243682.0,14.0, Gravelled
1500, Nagarjun,Kathmandu,0,0,0,South,250.0,1369.0,10.0, Gravelled
1501, Godawari,Lalitpur,0,0,0,North,334.0,273800.0,20.0, Gravelled
1502, Sallaghari,Bhaktapur,0,0,0,South,397.0,2395.75,18.0,
1503, Tilottama,Rupandehi,0,0,0,West,367.0,1369.0,20.0, Blacktopped
1504, Pasikot,Kathmandu,0,0,0,West,574.0,1369.0,16.0,
1505, Hattigauda,Kathmandu,0,0,0,South,389.0,2053.5,20.0,
1506, Dharan,Dharan,0,0,0,North,921.0,2916.0,15.0, Blacktopped
1507, Dharan,Dharan,0,0,0,West,312.0,1822.5,15.0, Soil Stabilized
1508, Tarahara,Sunsari,0,0,0,North,323.0,2733.75,15.0, Blacktopped
1509, Kalanki,Kathmandu,0,0,0,South,198.0,1369.0,15.0, Blacktopped
1510, Lagankhel,Lalitpur,0,0,0,South,208.0,1369.0,20.0, Blacktopped
1511, Chovar,Kathmandu,0,0,0,North,323.0,21904.0,20.0, Blacktopped
1512, Balkot,Bhaktapur,2,1,1,East,549.0,2395.75,13.0, Gravelled
1513, Hattigauda,Kathmandu,0,0,0,South,380.0,1026.75,13.0,
1514, Chovar,Kathmandu,3,3,1,North,425.0,2053.5,20.0, Blacktopped
1515, Sallaghari,Bhaktapur,0,0,0,East,340.0,15401.25,15.0, Soil Stabilized
1516, Narayan Chowk,Kathmandu,0,0,0,North,281.0,1369.0,0.0,
1517, Machha Pokhari,Kathmandu,2,1,4,West,236.0,239575.0,15.0, Blacktopped
1518, Nawalparasi,Nawalparasi,0,0,0,North,541.0,18225.0,30.0, Blacktopped
1519, Near BNB Hospital,Lalitpur,3,2,2,West,653.0,1369.0,15.0, Blacktopped
1520, Ranibari,Kathmandu,2,1,2,East,505.0,1369.0,15.0, Gravelled
1521, Sanobharyang,Kathmandu,0,0,0,East,295.0,3764.75,20.0, Blacktopped
1522, Nijghadh,Bara,0,0,0,North,3400.0,7290.0,20.0, Soil Stabilized
1523, Dhulikhel,Kavre,11,2,2,South,352.0,1369.0,10.0, Gravelled
1524, Pasikot,Kathmandu,2,1,0,East,529.0,2354680.0,12.0, Soil Stabilized
1525, Basbari,Kathmandu,4,0,2,South,441.0,240259.5,20.0, Paved
1526, Budhanilkantha,Kathmandu,4,6,0,South,635.0,2395.75,20.0,
1527, Gwarko,Lalitpur,0,0,0,South,182.0,1369.0,15.0, Blacktopped
1528, Baluwatar,Kathmandu,4,3,3,North,333.0,4107.0,13.0,
1529, Kupondole,Lalitpur,0,0,0,North,244.0,1369.0,15.0, Blacktopped
1530, Kavresthali,Kathmandu,0,0,0,North,262.0,85562.5,15.0, Soil Stabilized
1531, Dallu,Kathmandu,8,4,1,West,457.0,106782.0,20.0, Blacktopped
1532, Sundarbasti,Kathmandu,7,0,0,North,627.0,106097.5,15.0, Gravelled
1533, Golfutar,Kathmandu,5,3,0,South West,437.0,1369.0,15.0, Blacktopped
1534, Ganesh Chowk,Kathmandu,0,0,0,North,260.0,2250636.0,14.0, Gravelled
1535, Chapali,Kathmandu,0,0,0,West,294.0,116638800.0,16.0,
1536, Lalitpur,Lalitpur,0,0,0,South West,301.0,3833200.0,32.0, Blacktopped
1537, Makalu Petrol Pump,Kathmandu,7,5,3,North East,14200.0,7184512.0,15.0, Blacktopped
1538, Lalitpur,Lalitpur,0,0,0,East,472.0,109520.0,12.0, Gravelled
1539, (North of Narayanhiti Sangrahalaya),Kathmandu,5,4,4,South West,511.0,8556.25,16.0, Blacktopped
1540, Bafal,Kathmandu,0,0,0,East,340.0,2299920.0,10.0, Soil Stabilized
1541, Teku,Kathmandu,0,0,0,East,227.0,2316348.0,29.52756, Blacktopped
1542, Baneshwor,Kathmandu,0,0,0,North,242.0,1369.0,15.0, Blacktopped
1543, Budhanilkantha,Kathmandu,0,0,0,West,287.0,3422.5,15.0, Soil Stabilized
1544, Mandikatar,Kathmandu,0,0,0,South,464.0,2738.0,15.0, Blacktopped
1545, Kailali,Kailali,0,0,0,East,396.0,2187.0,33.0, Blacktopped
1546, Balaju,Kathmandu,0,0,0,East,393.0,27380000.0,29.52756, Blacktopped
1547, Muhanpokhari,Kathmandu,0,0,0,North East,1300.0,172151.75,20.0, Gravelled
1548, Kathmandu,Kathmandu,0,0,0,East,271.0,1026.75,12.0, Blacktopped
1549, Balkot,Bhaktapur,0,0,0,East,457.0,144087.25,13.0, Gravelled
1550, Bhaktapur,Bhaktapur,0,0,0,South,572.0,212195.0,20.0, Blacktopped
1551, Basundhara,Kathmandu,0,0,0,East,439.0,11978.75,12.0,
1552, Mahendrapul,Pokhara,0,0,0,East,509.0,22246.25,20.0, Gravelled
1553, Balkhu,Kathmandu,0,0,0,East,457.0,1369.0,12.0, Blacktopped
1554, godawari,Lalitpur,0,0,0,East,383.0,2327300.0,13.0, Gravelled
1555, Milan Chowk-8,Pokhara,0,0,0,East,1200.0,44903200.0,14.0, Soil Stabilized
1556, Patandokha,Lalitpur,0,0,0,South,631.0,1369.0,20.0, Blacktopped
1557, Basundhara,Kathmandu,0,0,0,East,508.0,2053.5,12.0,
1558, Tokha,Kathmandu,4,2,0,West,430.0,106097.5,13.0,
1559, Samakhusi,Kathmandu,0,0,0,West,264.0,2738.0,13.0,
1560, Jagati,Bhaktapur,0,0,0,South,288.0,1026.75,15.0, Soil Stabilized
1561, Lalitpur -5,Lalitpur,0,0,0,South West,348.0,553076.0,12.0, Gravelled
1562, Pulchowk,Lalitpur,0,0,0,North,181.0,1369.0,15.0, Blacktopped
1563, Dhapasi,Kathmandu,0,0,0,North East,1200.0,11978.75,13.0,
1564, Archale Village,Pokhara,0,0,0,South East,290.0,3422.5,12.0, Soil Stabilized
1565, Hadigaun,Kathmandu,0,0,0,South,523.0,1369.0,13.0, Blacktopped
1566, Chundevi,Kathmandu,0,0,0,South East,328.0,3422.5,13.0,
1567, Baluwatar,Kathmandu,0,0,0,East,518.0,1369.0,13.0, Gravelled
1568, Radha Bhawan,Kathmandu,0,1,2,North West,376.0,1369.0,36.0,
1569, Balaju,Kathmandu,0,0,0,North East,258.0,102675.0,10.0, Paved
1570, Gongabu,Kathmandu,0,0,0,South East,297.0,308025.0,9.0, Blacktopped
1571, Kapan,Kathmandu,2,1,0,South,514.0,1711.25,11.0,
1572, Musiam,Kathmandu,6,3,0,North,483.0,113284.75,11.0, Blacktopped
1573, Maharajgunj,Kathmandu,13,0,0,South East,508.0,4449.25,14.0, Gravelled
1574, Baniyatar,Kathmandu,6,3,0,South,468.0,10609.75,10.0, Blacktopped
1575, Tokha,Kathmandu,6,4,3,West,313.0,25668.75,15.0, Blacktopped
1576, Budhanilkantha,Kathmandu,0,0,0,North,363.0,18823.75,13.0, Paved
1577, Khusibu,Kathmandu,0,0,0,North,406.0,2395.75,20.0, Blacktopped
1578, Hattigauda,Kathmandu,0,0,0,South East,220.0,2395.75,15.0, Soil Stabilized
1579, Hattigauda,Kathmandu,0,0,0,North,276.0,56471.25,15.0, Soil Stabilized
1580, Dadikot,Bhaktapur,0,0,0,West,260.0,10952.0,13.0, Soil Stabilized
1581, Mulpani,Kathmandu,0,0,0,West,290.0,7529.5,19.68504, Concrete
1582, Tokha,Kathmandu,6,5,3,South East,403.0,2738.0,12.0, Gravelled
1583, Bhaktapur,Bhaktapur,9,1,1,West,633.0,205350.0,20.0,
1584, Durbar Marg,Kathmandu,0,0,0,East,486.0,1369.0,20.0, Blacktopped
1585, Itahari,Sunsari,3,1,0,North,905.0,1093.5,15.0, Soil Stabilized
1586, Chandol,Kathmandu,0,0,0,South,399.0,479150.0,14.0, Blacktopped
1587, Chandol,Kathmandu,4,3,2,East,556.0,109520.0,13.12336, Soil Stabilized
1588, Maharajgunj,Kathmandu,18,6,0,East,346.0,273800.0,29.52756, Soil Stabilized
1589,Lalitpur,Lalitpur,0,0,0,South,511.0,1369.0,12.0,
1590, Chitrawan,Chitwan,0,0,0,West,595.0,3645.0,29.52756, Blacktopped
1591, Baluwatar,Kathmandu,0,0,0,North,643.0,4449.25,10.0, Gravelled
1592, Taadi,Chitwan,0,0,0,East,267.0,3645.0,20.0,
1593, Bharatpur,Chitwan,15,6,10,North,363.0,1822.5,20.0, Blacktopped
1594, Baluwatar,Kathmandu,0,0,1,East,1000.0,1711.25,20.0, Blacktopped
1595, Baniyatar,Kathmandu,9,4,0,East,342.0,1711.25,10.0, Blacktopped
1596, Jorpati,Kathmandu,0,0,1,East,444.0,8556.25,10.0,
1597, Baniyatar,Kathmandu,10,3,0,North,265.0,1369.0,16.0, Blacktopped
1598, Nakkhu,Lalitpur,4,4,0,North West,755.0,14374.5,14.0, Gravelled
1599, Lalitpur,Lalitpur,12,4,4,South East,303.0,1369.0,0.0,
1600, Lekhnath,Pokhara,0,0,0,East,382.0,178654.5,20.0,
1601, Basundhara,Kathmandu,1,1,1,East,412.0,174547.5,7.0,
1602, Radhamarga,Kathmandu,0,0,0,East,646.0,1369.0,0.0,
1603, Kirtipur,Kathmandu,0,0,0,East,257.0,9583.0,20.0, Gravelled
1604, Imadol,Lalitpur,5,3,0,South,635.0,11978.75,13.0, Blacktopped
1605, Ason,Kathmandu,0,0,3,West,352.0,684.5,20.0, Blacktopped
1606, Baluwa Gaabisa,Kathmandu,0,0,0,West,375.0,1369.0,13.0, Soil Stabilized
1607, Lubhu,Lalitpur,0,0,0,North,300.0,27380.0,20.0,
1608, Hadigaun,Kathmandu,0,0,0,West,323.0,1026.75,13.0,
1609, Sukedhara,Kathmandu,10,0,0,East,473.0,17454.75,14.0, Blacktopped
